| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
|  1   |                                                                                        Brigatinib                                                                                       |     ZBP1    |      6.90     |
|  2   |                                                                                        Ceritinib                                                                                        |    NLRP3    |      6.87     |
|  3   |                                                       7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE                                                      |    NLRP3    |      6.86     |
|  4   |                                                                3-(CARBOXYMETHOXY)THIENO[2,3-B]PYRIDINE-2-CARBOXYLIC ACID                                                                |    NLRP3    |      6.86     |
|  5   |                                                                                       Osimertinib                                                                                       |    NLRP3    |      6.85     |
|  6   |                                                                                       Palbociclib                                                                                       |    NLRP3    |      6.85     |
|  7   |                                                                                       Bamifylline                                                                                       |    NLRP3    |      6.85     |
|  8   |                                                                                       Baricitinib                                                                                       |    NLRP3    |      6.84     |
|  9   |                                                                                        Eliglustat                                                                                       |    NLRP3    |      6.84     |
|  10  |                                                                                      Staurosporine                                                                                      |     ZBP1    |      6.84     |
|  11  |                                                                                        Tianeptine                                                                                       |    NLRP3    |      6.84     |
|  12  |                                        N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE                                       |    NLRP3    |      6.83     |
|  13  |                                             2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE                                             |    NLRP3    |      6.83     |
|  14  |                                                    N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE                                                    |    NLRP3    |      6.83     |
|  15  |                                                                      PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE                                                                     |    NLRP3    |      6.83     |
|  16  |                                                                                         Clobazam                                                                                        |    NLRP3    |      6.83     |
|  17  |                                                                                        Sitaxentan                                                                                       |    NLRP3    |      6.82     |
|  18  |                                                                                       Fluconazole                                                                                       |    NLRP3    |      6.81     |
|  19  |                                     (3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol                                    |    NLRP3    |      6.81     |
|  20  |                                                                                       Lemborexant                                                                                       |    NLRP3    |      6.81     |
|  21  |                                                                                       Perphenazine                                                                                      |    NLRP3    |      6.81     |
|  22  |                                                                                      Trovafloxacin                                                                                      |    NLRP3    |      6.80     |
|  23  |                                                           N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine                                                           |    NLRP3    |      6.80     |
|  24  |                                                    N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE                                                   |    NLRP3    |      6.80     |
|  25  |                                                                                         Enoxacin                                                                                        |    NLRP3    |      6.80     |
|  26  |                                                                                        Cardarine                                                                                        |    NLRP3    |      6.80     |
|  27  |                                                                                        Decitabine                                                                                       |    NLRP3    |      6.80     |
|  28  |                                        (1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE                                        |    NLRP3    |      6.79     |
|  29  |                                    N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE                                    |    NLRP3    |      6.79     |
|  30  |                                                   4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID                                                   |    NLRP3    |      6.79     |
|  31  |                                                                                       Eldecalcitol                                                                                      |    NLRP3    |      6.79     |
|  32  |                                                                                       AUROVERTIN B                                                                                      |    NLRP3    |      6.79     |
|  33  |                                                        3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE                                                       |    NLRP3    |      6.79     |
|  34  |                                                                                        Silibinin                                                                                        |    NLRP3    |      6.79     |
|  35  |                                         N-{3-[5-(6-Amino-Purin-9-Yl)-3,4-Dihydroxy-Tetrahydro-Furan-2-Yl]-Allyl}-2,3-Dihydroxy-5-Nitro-Benzamide                                        |    NLRP3    |      6.78     |
|  36  |                                                                                       Darglitazone                                                                                      |    NLRP3    |      6.78     |
|  37  |                                                                                       Galantamine                                                                                       |    NLRP3    |      6.78     |
|  38  |                                                                                      Sulfasalazine                                                                                      |    NLRP3    |      6.78     |
|  39  |                                                          2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE                                                         |    NLRP3    |      6.78     |
|  40  |                                                                                        Letermovir                                                                                       |    NLRP3    |      6.78     |
|  41  |                                                                                       Pentostatin                                                                                       |    NLRP3    |      6.78     |
|  42  |                                                4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine                                               |    NLRP3    |      6.78     |
|  43  |                                                                                        Sufugolix                                                                                        |    NLRP3    |      6.78     |
|  44  |                                                                                         MK-1775                                                                                         |    NLRP3    |      6.77     |
|  45  |                                              N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE                                              |    NLRP3    |      6.77     |
|  46  |                                                                                        Rifamycin                                                                                        |    NLRP3    |      6.77     |
|  47  |                                                                                         LGD2941                                                                                         |    NLRP3    |      6.77     |
|  48  |                                                                                       Moxifloxacin                                                                                      |    NLRP3    |      6.77     |
|  49  |                                            6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE                                           |    NLRP3    |      6.77     |
|  50  |                                                                                    Mycophenolic acid                                                                                    |    NLRP3    |      6.77     |
|  51  |                                           (3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL                                           |    NLRP3    |      6.77     |
