drug_id,partner_id,gene_name,substrate,inducer,inhibitor
DB01032,BE0003646,SLC22A7,0,0,1
DB01032,BE0004782,SLC22A12,0,0,1
DB01032,BE0004783,SLC2A9,0,0,1
DB01033,BE0003645,SLC22A8,1,0,1
DB01033,BE0001188,ABCC4,1,0,0
DB01033,BE0003639,ABCC5,1,0,0
DB01033,BE0004781,SLC28A2,1,0,0
DB01033,BE0003672,SLC28A3,1,0,0
DB01033,BE0001204,SLC29A1,1,0,0
DB01033,BE0004706,SLC29A2,1,0,0
DB01035,BE0003647,SLC22A2,0,0,1
DB01035,BE0003648,SLC22A1,0,0,1
DB01035,BE0003650,SLC22A3,0,0,1
DB01035,BE0000106,SLC22A5,0,0,1
DB01035,BE0000757,SLC22A4,0,0,1
DB01035,BE0003657,SLC47A1,1,0,0
DB01035,BE0004752,SLC47A2,1,0,0
DB01037,BE0001032,ABCB1,0,0,1
DB01039,BE0000703,ABCB11,1,0,0
DB01042,BE0003650,SLC22A3,0,0,1
DB01042,BE0000222,SLC7A5,0,0,0
DB01043,BE0003647,SLC22A2,1,0,0
DB01043,BE0000752,SLC9A1,0,0,0
DB01043,BE0000757,SLC22A4,0,0,0
DB01043,BE0003657,SLC47A1,0,0,0
DB01045,BE0001032,ABCB1,0,1,0
DB01045,BE0003659,SLCO1B3,1,0,1
DB01045,BE0000785,ABCC1,0,0,1
DB01045,BE0003646,SLC22A7,0,0,1
DB01045,BE0001004,SLCO1B1,0,0,1
DB01045,BE0001061,ABCC3,0,1,0
DB01045,BE0003639,ABCC5,0,1,0
DB01045,BE0001042,SLCO2B1,0,0,1
DB01045,BE0003642,SLCO1A2,0,0,1
DB01045,BE0000703,ABCB11,0,0,1
DB01045,BE0001069,ABCC2,0,1,0
DB01045,BE0001066,SLC22A6,0,0,1
DB01045,BE0003645,SLC22A8,0,0,1
DB01050,BE0001042,SLCO2B1,1,0,0
DB01050,BE0001032,ABCB1,1,0,0
DB01050,BE0001188,ABCC4,0,0,1
DB01050,BE0000785,ABCC1,0,0,1
DB01050,BE0003642,SLCO1A2,0,0,1
DB01050,BE0001066,SLC22A6,0,0,1
DB01050,BE0003645,SLC22A8,0,0,1
DB01050,BE0000879,SLC22A11,0,0,1
DB01051,BE0001066,SLC22A6,0,0,1
DB01051,BE0003645,SLC22A8,0,0,1
DB01051,BE0000879,SLC22A11,0,0,1
DB01051,BE0001067,ABCG2,0,0,1
DB01051,BE0001004,SLCO1B1,0,0,1
DB01051,BE0003659,SLCO1B3,0,0,1
DB01051,BE0001042,SLCO2B1,0,0,1
DB01053,BE0000106,SLC22A5,0,0,1
DB01053,BE0001018,SLC15A1,1,0,1
DB01053,BE0001134,SLC15A2,0,0,1
DB01053,BE0001066,SLC22A6,0,0,1
DB01053,BE0003645,SLC22A8,1,0,1
DB01053,BE0000757,SLC22A4,0,0,1
DB01053,BE0000879,SLC22A11,0,0,1
DB01053,BE0001042,SLCO2B1,1,0,0
DB01053,BE0003656,SLCO4A1,1,0,0
DB01053,BE0003661,SLCO3A1,1,0,0
DB01053,BE0001004,SLCO1B1,1,0,0
DB01054,BE0001032,ABCB1,0,0,1
DB01054,BE0000703,ABCB11,1,0,0
DB01059,BE0000106,SLC22A5,0,0,1
DB01059,BE0001066,SLC22A6,0,0,1
DB01060,BE0001018,SLC15A1,0,0,1
DB01060,BE0001134,SLC15A2,0,0,1
DB01060,BE0001066,SLC22A6,0,0,1
DB01065,BE0003645,SLC22A8,0,0,1
DB01067,BE0000703,ABCB11,1,0,0
DB01069,BE0001032,ABCB1,0,0,1
DB01072,BE0001032,ABCB1,1,0,1
DB01072,BE0000785,ABCC1,1,0,1
DB01072,BE0001004,SLCO1B1,0,0,1
DB01072,BE0003659,SLCO1B3,0,0,1
DB01072,BE0000703,ABCB11,1,0,0
DB01072,BE0001042,SLCO2B1,0,0,1
DB01073,BE0001204,SLC29A1,1,0,0
DB01073,BE0003672,SLC28A3,0,0,0
DB01075,BE0003647,SLC22A2,0,0,1
DB01075,BE0000106,SLC22A5,0,0,1
DB01076,BE0001032,ABCB1,1,0,1
DB01076,BE0003642,SLCO1A2,1,0,0
DB01076,BE0001004,SLCO1B1,1,0,1
DB01076,BE0001188,ABCC4,1,0,0
DB01076,BE0003639,ABCC5,1,0,0
DB01076,BE0000785,ABCC1,1,0,0
DB01076,BE0001042,SLCO2B1,1,0,0
DB01076,BE0003659,SLCO1B3,1,0,0
DB01076,BE0001069,ABCC2,1,0,0
DB01076,BE0000703,ABCB11,1,0,0
DB01079,BE0000749,SLC6A4,1,0,1
DB01079,BE0001067,ABCG2,1,0,0
DB01079,BE0001032,ABCB1,1,0,0
DB01080,BE0000536,SLC36A1,0,0,0
DB01082,BE0001066,SLC22A6,0,0,1
DB01086,BE0001032,ABCB1,0,0,1
DB01087,BE0001032,ABCB1,0,0,1
DB01088,BE0001042,SLCO2B1,1,0,0
DB01088,BE0003655,SLCO2A1,1,0,0
DB01088,BE0003661,SLCO3A1,1,0,0
DB01092,BE0003642,SLCO1A2,1,0,1
DB01092,BE0003645,SLC22A8,0,0,1
DB01092,BE0003653,SLCO4C1,1,0,0
DB01092,BE0003659,SLCO1B3,1,0,0
DB01092,BE0003660,SLCO1C1,1,0,0
DB01092,BE0001004,SLCO1B1,1,0,1
DB01094,BE0001067,ABCG2,0,0,1
DB01095,BE0001004,SLCO1B1,1,0,1
DB01095,BE0003659,SLCO1B3,1,0,0
DB01095,BE0001042,SLCO2B1,0,0,0
DB01095,BE0001018,SLC15A1,1,0,1
DB01095,BE0001069,ABCC2,1,0,0
DB01097,BE0001067,ABCG2,1,0,0
DB01098,BE0001188,ABCC4,1,0,0
DB01098,BE0003642,SLCO1A2,0,0,0
DB01098,BE0001004,SLCO1B1,1,0,1
DB01098,BE0003659,SLCO1B3,0,0,0
DB01098,BE0001042,SLCO2B1,0,0,0
DB01098,BE0000030,SLC7A11,0,0,0
DB01098,BE0000703,ABCB11,1,0,0
DB01098,BE0001067,ABCG2,1,0,0
DB01098,BE0001069,ABCC2,1,0,0
DB01098,BE0003645,SLC22A8,1,0,1
DB01098,BE0003644,SLC10A1,0,0,0
DB01100,BE0001032,ABCB1,0,0,1
DB01103,BE0003647,SLC22A2,0,0,1
DB01103,BE0001032,ABCB1,0,0,1
DB01104,BE0001032,ABCB1,0,0,1
DB01110,BE0001032,ABCB1,0,0,1
DB01112,BE0001018,SLC15A1,0,0,1
DB01112,BE0001134,SLC15A2,0,0,1
DB01114,BE0003647,SLC22A2,0,0,1
DB01114,BE0003648,SLC22A1,0,0,1
DB01115,BE0001061,ABCC3,0,1,0
DB01115,BE0001032,ABCB1,1,1,1
DB01115,BE0001069,ABCC2,0,1,0
DB01115,BE0001004,SLCO1B1,0,0,1
DB01115,BE0000703,ABCB11,1,0,0
DB01117,BE0001032,ABCB1,0,0,1
DB01118,BE0001032,ABCB1,0,1,1
DB01118,BE0000703,ABCB11,1,0,1
DB01118,BE0003647,SLC22A2,0,0,1
DB01124,BE0001018,SLC15A1,0,0,1
DB01124,BE0003642,SLCO1A2,0,0,1
DB01124,BE0001066,SLC22A6,0,0,1
DB01124,BE0001134,SLC15A2,0,0,1
DB01124,BE0001042,SLCO2B1,1,0,0
DB01126,BE0009676,Slc6a3,0,0,0
DB01126,BE0009675,Slc18a2,0,0,0
DB01129,BE0001067,ABCG2,0,0,1
DB01132,BE0003659,SLCO1B3,0,0,1
DB01132,BE0001004,SLCO1B1,0,0,1
DB01136,BE0001032,ABCB1,0,0,1
DB01137,BE0001032,ABCB1,1,0,1
DB01137,BE0001066,SLC22A6,1,0,0
DB01137,BE0003647,SLC22A2,0,0,1
DB01137,BE0000757,SLC22A4,0,0,1
DB01137,BE0003657,SLC47A1,1,0,1
DB01137,BE0004752,SLC47A2,0,0,1
DB01138,BE0001061,ABCC3,0,0,1
DB01138,BE0001188,ABCC4,0,0,1
DB01138,BE0003639,ABCC5,0,0,1
DB01138,BE0003640,ABCC6,0,0,1
DB01138,BE0000785,ABCC1,0,0,1
DB01138,BE0001069,ABCC2,1,0,1
DB01138,BE0000703,ABCB11,1,0,0
DB01140,BE0001018,SLC15A1,1,0,1
DB01140,BE0000106,SLC22A5,0,0,1
DB01140,BE0001066,SLC22A6,0,0,1
DB01140,BE0001134,SLC15A2,0,0,1
DB01140,BE0003645,SLC22A8,0,0,1
DB01142,BE0001032,ABCB1,1,0,0
DB01147,BE0001018,SLC15A1,0,0,1
DB01147,BE0001134,SLC15A2,0,0,1
DB01147,BE0001066,SLC22A6,0,0,1
DB01149,BE0001032,ABCB1,0,1,1
DB01149,BE0003659,SLCO1B3,0,0,1
DB01149,BE0001042,SLCO2B1,0,0,1
DB01149,BE0000703,ABCB11,1,0,0
DB01151,BE0001032,ABCB1,0,0,1
DB01151,BE0003648,SLC22A1,0,0,1
DB01151,BE0003650,SLC22A3,0,0,1
DB01151,BE0003647,SLC22A2,0,0,1
DB01151,BE0000106,SLC22A5,0,0,1
DB01151,BE0000757,SLC22A4,0,0,1
DB01156,BE0003647,SLC22A2,0,0,1
DB01160,BE0003647,SLC22A2,0,0,0
DB01160,BE0001066,SLC22A6,0,0,0
DB01160,BE0003646,SLC22A7,0,0,0
DB01160,BE0003645,SLC22A8,0,0,0
DB01160,BE0000879,SLC22A11,0,0,0
DB01160,BE0003655,SLCO2A1,0,0,0
DB01160,BE0003661,SLCO3A1,0,0,0
DB01162,BE0001032,ABCB1,0,0,1
DB01165,BE0000106,SLC22A5,0,0,1
DB01165,BE0000785,ABCC1,0,0,1
DB01165,BE0001066,SLC22A6,0,0,1
DB01165,BE0001069,ABCC2,0,0,1
DB01165,BE0000757,SLC22A4,0,0,1
DB01165,BE0000703,ABCB11,1,0,0
DB01167,BE0001032,ABCB1,0,0,1
DB01167,BE0001042,SLCO2B1,0,0,1
DB01169,BE0001069,ABCC2,0,1,0
DB01169,BE0001032,ABCB1,1,0,0
DB01174,BE0001032,ABCB1,1,1,0
DB01174,BE0001061,ABCC3,0,1,0
DB01174,BE0000703,ABCB11,0,1,0
DB01174,BE0000785,ABCC1,0,1,0
DB01174,BE0003655,SLCO2A1,0,1,0
DB01174,BE0001069,ABCC2,0,1,0
DB01175,BE0001032,ABCB1,1,0,0
DB01177,BE0000785,ABCC1,0,0,1
DB01182,BE0001032,ABCB1,0,0,1
DB01183,BE0003642,SLCO1A2,0,0,1
DB01183,BE0001032,ABCB1,1,0,0
DB01184,BE0001032,ABCB1,1,0,0
DB01193,BE0001032,ABCB1,1,0,0
DB01195,BE0001032,ABCB1,1,0,0
DB01195,BE0003657,SLC47A1,1,0,1
DB01196,BE0001032,ABCB1,0,0,1
DB01197,BE0001032,ABCB1,0,0,1
DB01197,BE0001018,SLC15A1,0,0,1
DB01197,BE0001066,SLC22A6,1,0,1
DB01199,BE0003648,SLC22A1,1,0,0
DB01199,BE0003647,SLC22A2,0,0,0
DB01200,BE0001032,ABCB1,1,0,1
DB01202,BE0001032,ABCB1,1,0,0
DB01203,BE0001032,ABCB1,1,0,0
DB01203,BE0009712,POU2F1,1,0,0
DB01203,BE0004865,POU2F2,1,0,0
DB01203,BE0003657,SLC47A1,1,0,0
DB01203,BE0004752,SLC47A2,1,0,0
DB01204,BE0001032,ABCB1,1,1,1
DB01204,BE0000785,ABCC1,1,0,1
DB01204,BE0001067,ABCG2,1,0,0
DB01208,BE0000106,SLC22A5,0,0,1
DB01208,BE0001069,ABCC2,0,0,1
DB01208,BE0001032,ABCB1,1,0,0
DB01211,BE0003646,SLC22A7,0,0,1
DB01211,BE0001032,ABCB1,1,0,1
DB01211,BE0000703,ABCB11,1,0,0
DB01212,BE0001018,SLC15A1,0,0,1
DB01212,BE0001134,SLC15A2,0,0,1
DB01212,BE0001066,SLC22A6,0,0,1
DB01212,BE0003645,SLC22A8,0,0,1
DB01212,BE0000879,SLC22A11,0,0,1
DB01216,BE0009674,Slc12a5,0,0,0
DB01217,BE0001032,ABCB1,1,0,0
DB01222,BE0000703,ABCB11,1,0,0
DB01222,BE0001032,ABCB1,1,0,0
DB01222,BE0003642,SLCO1A2,1,0,0
DB01222,BE0003645,SLC22A8,1,0,0
DB01224,BE0001032,ABCB1,1,0,0
DB01229,BE0000703,ABCB11,1,0,1
DB01229,BE0001032,ABCB1,1,0,1
DB01229,BE0000785,ABCC1,0,0,1
DB01229,BE0003651,ABCC10,1,0,1
DB01229,BE0003659,SLCO1B3,1,0,0
DB01229,BE0001069,ABCC2,1,0,0
DB01232,BE0001032,ABCB1,1,1,1
DB01232,BE0003648,SLC22A1,0,0,1
DB01232,BE0003642,SLCO1A2,0,0,1
DB01232,BE0001067,ABCG2,0,0,1
DB01232,BE0001004,SLCO1B1,0,0,1
DB01232,BE0000785,ABCC1,1,0,0
DB01232,BE0001069,ABCC2,1,0,0
DB01232,BE0001042,SLCO2B1,0,0,1
DB01232,BE0000703,ABCB11,1,0,0
DB01233,BE0001032,ABCB1,1,0,0
DB01234,BE0001032,ABCB1,1,1,1
DB01234,BE0003645,SLC22A8,1,0,0
DB01234,BE0000703,ABCB11,0,1,0
DB01234,BE0001069,ABCC2,0,1,0
DB01234,BE0001067,ABCG2,0,0,1
DB01234,BE0003642,SLCO1A2,0,0,1
DB01235,BE0001018,SLC15A1,0,0,1
DB01235,BE0003654,SLC16A10,0,0,1
DB01235,BE0000222,SLC7A5,0,0,0
DB01235,BE0000789,SLC7A8,0,0,0
DB01237,BE0001066,SLC22A6,0,0,0
DB01239,BE0001032,ABCB1,0,0,1
DB01242,BE0001032,ABCB1,0,0,1
DB01244,BE0001032,ABCB1,0,0,1
DB01248,BE0001032,ABCB1,1,0,0
DB01248,BE0003651,ABCC10,1,0,0
DB01248,BE0003659,SLCO1B3,1,0,0
DB01248,BE0003646,SLC22A7,1,0,0
DB01248,BE0001067,ABCG2,1,0,0
DB01248,BE0001069,ABCC2,1,0,0
DB01248,BE0000785,ABCC1,1,0,0
DB01253,BE0001032,ABCB1,0,0,1
DB01254,BE0001032,ABCB1,1,0,1
DB01254,BE0001067,ABCG2,1,0,1
DB01255,BE0001018,SLC15A1,1,0,0
DB01259,BE0001032,ABCB1,0,0,1
DB01259,BE0003109,TAP1,0,0,1
DB01261,BE0001032,ABCB1,1,0,0
DB01261,BE0003645,SLC22A8,1,0,0
DB01263,BE0001032,ABCB1,0,0,1
DB01264,BE0001004,SLCO1B1,0,0,1
DB01264,BE0001032,ABCB1,0,0,1
DB01267,BE0001032,ABCB1,1,0,1
DB01268,BE0001188,ABCC4,0,0,1
DB01268,BE0001032,ABCB1,0,0,1
DB01268,BE0001069,ABCC2,0,0,1
DB01268,BE0001067,ABCG2,0,0,1
DB01273,BE0003647,SLC22A2,1,0,1
DB01303,BE0003646,SLC22A7,0,0,1
DB01323,BE0001032,ABCB1,0,1,0
DB01326,BE0001066,SLC22A6,0,0,1
DB01326,BE0003645,SLC22A8,0,0,1
DB01326,BE0000879,SLC22A11,0,0,1
DB01326,BE0003646,SLC22A7,0,0,1
DB01327,BE0001188,ABCC4,1,0,0
DB01327,BE0001066,SLC22A6,1,0,1
DB01327,BE0003645,SLC22A8,0,0,1
DB01327,BE0000879,SLC22A11,0,0,1
DB01329,BE0001066,SLC22A6,0,0,1
DB01329,BE0003645,SLC22A8,0,0,1
DB01329,BE0000879,SLC22A11,0,0,1
DB01329,BE0003646,SLC22A7,0,0,1
DB01332,BE0001018,SLC15A1,1,0,0
DB01332,BE0001066,SLC22A6,1,0,0
DB01332,BE0003645,SLC22A8,1,0,1
DB01333,BE0000106,SLC22A5,0,0,1
DB01333,BE0001018,SLC15A1,1,0,1
DB01333,BE0001134,SLC15A2,0,0,1
DB01333,BE0001066,SLC22A6,0,0,1
DB01333,BE0003657,SLC47A1,1,0,0
DB01337,BE0003648,SLC22A1,1,0,0
DB01337,BE0003647,SLC22A2,0,0,0
DB01339,BE0001032,ABCB1,1,0,0
DB01340,BE0001032,ABCB1,0,0,1
DB01340,BE0001018,SLC15A1,1,0,0
DB01340,BE0001134,SLC15A2,1,0,0
DB01348,BE0001018,SLC15A1,1,0,0
DB01348,BE0001134,SLC15A2,1,0,0
DB01388,BE0001032,ABCB1,0,0,1
DB01390,BE0004675,SLC4A4,1,0,0
DB01390,BE0004676,SLC4A7,1,0,0
DB01390,BE0004680,SLC4A8,1,0,0
DB01390,BE0004677,SLC4A5,1,0,0
DB01390,BE0004683,SLC4A10,1,0,0
DB01393,BE0001004,SLCO1B1,0,0,1
DB01394,BE0001032,ABCB1,1,1,0
DB01396,BE0003642,SLCO1A2,0,0,1
DB01396,BE0003653,SLCO4C1,0,0,1
DB01396,BE0001032,ABCB1,1,0,0
DB01409,BE0000106,SLC22A5,1,0,0
DB01409,BE0000757,SLC22A4,1,0,0
DB01411,BE0001069,ABCC2,0,0,1
DB01413,BE0000106,SLC22A5,0,0,1
DB01413,BE0001018,SLC15A1,0,0,1
DB01413,BE0001134,SLC15A2,0,0,1
DB01414,BE0001066,SLC22A6,1,0,1
DB01414,BE0003645,SLC22A8,1,0,1
DB01415,BE0001018,SLC15A1,1,0,1
DB01415,BE0001134,SLC15A2,0,0,1
DB01415,BE0001066,SLC22A6,1,0,0
DB01415,BE0003645,SLC22A8,1,0,1
DB01418,BE0001032,ABCB1,1,0,0
DB01420,BE0001032,ABCB1,1,0,0
DB01424,BE0001066,SLC22A6,0,0,1
DB01435,BE0001066,SLC22A6,0,0,1
DB01440,BE0000440,SLC16A7,0,0,1
DB01440,BE0000669,SLC16A1,0,0,1
DB01440,BE0000449,SLC16A3,1,0,0
DB01454,BE0000486,SLC6A2,0,0,0
DB01454,BE0000647,SLC6A3,0,0,0
DB01454,BE0000749,SLC6A4,0,0,0
DB01576,BE0000647,SLC6A3,0,0,0
DB01577,BE0003650,SLC22A3,0,0,1
DB01577,BE0000106,SLC22A5,0,0,1
DB01580,BE0003647,SLC22A2,0,0,1
DB01583,BE0003642,SLCO1A2,1,0,0
DB01583,BE0001004,SLCO1B1,1,0,0
DB01583,BE0003659,SLCO1B3,1,0,0
DB01583,BE0003653,SLCO4C1,1,0,0
DB01583,BE0003644,SLC10A1,1,0,0
DB01583,BE0003660,SLCO1C1,1,0,1
DB01583,BE0003656,SLCO4A1,1,0,1
DB01583,BE0003645,SLC22A8,0,0,1
DB01583,BE0000178,SLC16A2,0,0,1
DB01583,BE0003654,SLC16A10,0,0,1
DB01583,BE0001032,ABCB1,0,1,0
DB01586,BE0000703,ABCB11,1,1,1
DB01586,BE0003642,SLCO1A2,1,1,1
DB01586,BE0001069,ABCC2,0,1,0
DB01586,BE0001188,ABCC4,0,0,1
DB01586,BE0003643,SLC10A2,0,0,1
DB01586,BE0003644,SLC10A1,1,0,1
DB01587,BE0001032,ABCB1,1,0,0
DB01590,BE0001004,SLCO1B1,0,0,1
DB01590,BE0003659,SLCO1B3,0,0,1
DB01590,BE0003642,SLCO1A2,0,0,1
DB01597,BE0001066,SLC22A6,0,0,1
DB01597,BE0003645,SLC22A8,0,0,1
DB01601,BE0001032,ABCB1,0,0,1
DB01601,BE0001004,SLCO1B1,0,0,1
DB01601,BE0003659,SLCO1B3,0,0,1
DB01601,BE0000703,ABCB11,1,0,0
DB01606,BE0001066,SLC22A6,1,0,1
DB01606,BE0003645,SLC22A8,1,0,1
DB01610,BE0001018,SLC15A1,0,0,0
DB01610,BE0001134,SLC15A2,0,0,0
DB01610,BE0000423,SLC6A14,0,0,0
DB01611,BE0001032,ABCB1,0,0,1
DB01611,BE0003642,SLCO1A2,0,0,1
DB01621,BE0003648,SLC22A1,0,0,0
DB01623,BE0003648,SLC22A1,0,0,0
DB01645,BE0001032,ABCB1,0,0,1
DB01645,BE0000785,ABCC1,0,0,1
DB01645,BE0001067,ABCG2,0,0,1
DB01645,BE0001004,SLCO1B1,0,0,1
DB01645,BE0001042,SLCO2B1,0,0,1
DB01650,BE0003645,SLC22A8,0,0,1
DB01685,BE0001067,ABCG2,0,0,1
DB01685,BE0003645,SLC22A8,0,0,1
DB01685,BE0001066,SLC22A6,0,0,1
DB01746,BE0003654,SLC16A10,0,0,1
DB01746,BE0000222,SLC7A5,0,0,0
DB01762,BE0000440,SLC16A7,0,0,1
DB01762,BE0000669,SLC16A1,1,0,1
DB01762,BE0000449,SLC16A3,1,0,0
DB01762,BE0004708,SLC5A8,0,0,0
DB01786,BE0003654,SLC16A10,0,0,1
DB01819,BE0003655,SLCO2A1,0,0,1
DB01892,BE0001069,ABCC2,0,1,0
DB01892,BE0001004,SLCO1B1,0,0,1
DB01914,BE0001057,SLC2A1,1,0,0
DB01914,BE0001045,SLC2A2,1,0,0
DB01914,BE0004707,SLC2A3,1,0,0
DB01914,BE0000893,SLC2A4,1,0,0
DB01914,BE0005216,SLC2A5,1,0,0
DB01914,BE0005217,SLC2A6,1,0,0
DB01914,BE0005218,SLC2A7,1,0,0
DB01914,BE0005219,SLC2A8,1,0,0
DB01914,BE0004783,SLC2A9,1,0,0
DB01914,BE0005220,SLC2A10,1,0,0
DB01914,BE0005221,SLC2A11,1,0,0
DB01914,BE0005222,SLC2A12,1,0,0
DB01914,BE0004754,SLC5A1,1,0,0
DB01914,BE0004753,SLC5A2,1,0,0
DB01917,BE0000757,SLC22A4,0,0,1
DB01942,BE0000449,SLC16A3,1,0,0
DB01956,BE0000536,SLC36A1,1,0,0
DB01956,BE0009148,SLC6A6,1,0,0
DB01956,BE0001018,SLC15A1,1,0,0
DB02010,BE0001032,ABCB1,0,0,1
DB02056,BE0003655,SLCO2A1,0,0,0
DB02115,BE0001067,ABCG2,0,0,1
DB02123,BE0000703,ABCB11,1,0,1
DB02123,BE0003642,SLCO1A2,1,0,1
DB02123,BE0003643,SLC10A2,1,0,0
DB02123,BE0003644,SLC10A1,1,0,0
DB02261,BE0001032,ABCB1,0,1,0
DB02263,BE0003655,SLCO2A1,0,0,1
DB02266,BE0001066,SLC22A6,0,0,1
DB02315,BE0001066,SLC22A6,0,0,0
DB02375,BE0000785,ABCC1,0,0,1
DB02527,BE0001188,ABCC4,1,0,1
DB02527,BE0003639,ABCC5,0,0,1
DB02527,BE0003658,ABCC11,1,0,1
DB02527,BE0001066,SLC22A6,1,0,0
DB02527,BE0003645,SLC22A8,1,0,0
DB02527,BE0003646,SLC22A7,1,0,0
DB02530,BE0000536,SLC36A1,0,0,0
DB02556,BE0003654,SLC16A10,1,0,1
DB02556,BE0000222,SLC7A5,0,0,0
DB02587,BE0001032,ABCB1,0,0,1
DB02659,BE0000703,ABCB11,1,1,1
DB02659,BE0001032,ABCB1,0,1,0
DB02659,BE0000785,ABCC1,0,1,0
DB02659,BE0003642,SLCO1A2,1,1,1
DB02659,BE0003643,SLC10A2,1,1,1
DB02659,BE0001069,ABCC2,0,1,0
DB02659,BE0001004,SLCO1B1,1,1,1
DB02659,BE0001061,ABCC3,0,0,1
DB02659,BE0001188,ABCC4,0,0,1
DB02659,BE0003644,SLC10A1,1,0,1
DB02659,BE0003645,SLC22A8,1,0,1
DB02659,BE0003646,SLC22A7,0,0,1
DB02659,BE0003659,SLCO1B3,1,0,0
DB02691,BE0003642,SLCO1A2,0,0,0
DB02691,BE0001004,SLCO1B1,0,0,0
DB02691,BE0003659,SLCO1B3,0,0,0
DB02703,BE0000703,ABCB11,0,0,1
DB02703,BE0001069,ABCC2,0,0,1
DB02703,BE0001067,ABCG2,0,0,1
DB02703,BE0001004,SLCO1B1,0,0,0
DB02745,BE0001204,SLC29A1,0,0,0
DB02746,BE0001042,SLCO2B1,0,0,1
DB02750,BE0000222,SLC7A5,0,0,0
DB02750,BE0000789,SLC7A8,0,0,0
DB02789,BE0004710,SLC10A6,0,0,0
DB02853,BE0000536,SLC36A1,0,0,0
DB02901,BE0001032,ABCB1,1,0,0
DB02952,BE0003654,SLC16A10,1,0,0
DB03066,BE0000440,SLC16A7,0,0,1
DB03066,BE0000669,SLC16A1,1,0,1
DB03066,BE0000449,SLC16A3,1,0,0
DB03107,BE0003654,SLC16A10,1,0,0
DB03128,BE0000106,SLC22A5,0,0,1
DB03128,BE0003648,SLC22A1,1,0,0
DB03166,BE0001042,SLCO2B1,1,0,1
DB03166,BE0000669,SLC16A1,1,0,0
DB03203,BE0001032,ABCB1,1,0,0
DB03225,BE0003654,SLC16A10,0,0,1
DB03424,BE0001018,SLC15A1,0,0,1
DB03424,BE0001134,SLC15A2,1,0,1
DB03467,BE0001042,SLCO2B1,0,0,1
DB03467,BE0001032,ABCB1,0,0,0
DB03467,BE0000785,ABCC1,0,0,1
DB03467,BE0001067,ABCG2,0,0,1
DB03496,BE0001067,ABCG2,1,0,0
DB03553,BE0001066,SLC22A6,1,0,1
DB03553,BE0003645,SLC22A8,1,0,1
DB03553,BE0000879,SLC22A11,0,0,1
DB03553,BE0003646,SLC22A7,1,0,0
DB03566,BE0000757,SLC22A4,0,0,1
DB03566,BE0003648,SLC22A1,1,0,0
DB03581,BE0003655,SLCO2A1,0,0,1
DB03585,BE0001066,SLC22A6,0,0,1
DB03619,BE0000703,ABCB11,0,1,0
DB03619,BE0003642,SLCO1A2,1,0,1
DB03619,BE0003643,SLC10A2,0,0,1
DB03619,BE0003644,SLC10A1,1,0,0
DB03773,BE0000440,SLC16A7,0,0,1
DB03773,BE0000669,SLC16A1,0,0,1
DB03783,BE0001066,SLC22A6,0,0,1
DB03793,BE0001042,SLCO2B1,0,0,1
DB03793,BE0003645,SLC22A8,0,0,1
DB03793,BE0000669,SLC16A1,0,0,0
DB03825,BE0000785,ABCC1,1,0,0
DB03839,BE0003654,SLC16A10,0,0,1
DB03884,BE0000449,SLC16A3,1,0,0
DB03902,BE0001042,SLCO2B1,0,0,1
DB03902,BE0003645,SLC22A8,1,0,0
DB03904,BE0004691,SLC14A2,1,0,0
DB03904,BE0004692,SLC14A1,1,0,0
DB03929,BE0003654,SLC16A10,0,0,1
DB03929,BE0000423,SLC6A14,0,0,0
DB03940,BE0000449,SLC16A3,1,0,0
DB04074,BE0000440,SLC16A7,0,0,1
DB04074,BE0000669,SLC16A1,0,0,1
DB04074,BE0000449,SLC16A3,1,0,0
DB04100,BE0001069,ABCC2,0,0,1
DB04133,BE0000106,SLC22A5,0,0,0
DB04133,BE0001066,SLC22A6,0,0,0
DB04133,BE0003645,SLC22A8,0,0,0
DB04133,BE0000879,SLC22A11,0,0,0
DB04216,BE0000785,ABCC1,0,1,1
DB04216,BE0001069,ABCC2,0,1,0
DB04216,BE0000440,SLC16A7,0,0,1
DB04216,BE0001042,SLCO2B1,0,0,1
DB04216,BE0001032,ABCB1,0,0,1
DB04216,BE0000669,SLC16A1,0,0,1
DB04216,BE0001067,ABCG2,0,0,1
DB04216,BE0001004,SLCO1B1,0,0,1
DB04272,BE0001042,SLCO2B1,0,0,1
DB04335,BE0003672,SLC28A3,0,0,0
DB04343,BE0000449,SLC16A3,1,0,0
DB04348,BE0000703,ABCB11,1,1,0
DB04348,BE0000785,ABCC1,0,1,1
DB04348,BE0003642,SLCO1A2,1,1,1
DB04348,BE0003643,SLC10A2,1,1,0
DB04348,BE0001069,ABCC2,0,1,0
DB04348,BE0001004,SLCO1B1,1,1,1
DB04348,BE0001061,ABCC3,1,0,1
DB04348,BE0001188,ABCC4,0,0,1
DB04348,BE0001032,ABCB1,1,0,1
DB04348,BE0001066,SLC22A6,1,0,1
DB04348,BE0003651,ABCC10,0,0,1
DB04348,BE0003645,SLC22A8,1,0,1
DB04348,BE0003656,SLCO4A1,0,0,1
DB04348,BE0003658,ABCC11,0,0,1
DB04348,BE0003660,SLCO1C1,1,0,1
DB04348,BE0003661,SLCO3A1,0,0,1
DB04348,BE0001067,ABCG2,0,0,1
DB04348,BE0001042,SLCO2B1,1,0,0
DB04348,BE0000669,SLC16A1,1,0,0
DB04348,BE0003644,SLC10A1,1,0,0
