drug_id,partner_id,gene_name,substrate,inducer,inhibitor
DB00358,BE0000426,ACHE,0,0,1
DB00359,BE0002793,CYP2C9,0,0,1
DB00359,BE0002887,CYP2C8,1,0,0
DB00359,BE0002638,CYP3A4,1,0,0
DB00360,BE0000262,PTGS2,0,1,0
DB00361,BE0002638,CYP3A4,1,0,0
DB00361,BE0002363,CYP2D6,0,0,1
DB00363,BE0002433,CYP1A2,1,0,1
DB00363,BE0002363,CYP2D6,1,0,1
DB00363,BE0002793,CYP2C9,1,0,0
DB00363,BE0002638,CYP3A4,1,1,1
DB00363,BE0003536,CYP2C19,1,0,1
DB00363,BE0003336,CYP2A6,1,0,0
DB00363,BE0002887,CYP2C8,1,0,0
DB00363,BE0003606,FMO3,1,0,0
DB00363,BE0003544,UGT1A4,1,0,0
DB00363,BE0003543,CYP1A1,0,1,0
DB00365,BE0002433,CYP1A2,1,0,1
DB00365,BE0002638,CYP3A4,1,0,0
DB00366,BE0001052,CYP2B,0,1,0
DB00367,BE0002638,CYP3A4,1,0,0
DB00367,BE0002362,CYP3A5,1,0,0
DB00369,BE0002193,TYMP,0,0,1
DB00370,BE0002638,CYP3A4,1,0,1
DB00370,BE0002363,CYP2D6,1,0,0
DB00370,BE0002433,CYP1A2,1,0,0
DB00373,BE0002363,CYP2D6,1,0,0
DB00373,BE0003536,CYP2C19,1,0,0
DB00374,BE0002793,CYP2C9,1,0,0
DB00377,BE0002363,CYP2D6,1,0,0
DB00377,BE0002638,CYP3A4,1,0,0
DB00377,BE0002433,CYP1A2,1,0,0
DB00378,BE0002638,CYP3A4,1,0,0
DB00379,BE0002433,CYP1A2,1,0,1
DB00379,BE0002363,CYP2D6,1,0,0
DB00379,BE0003549,CYP2B6,1,0,0
DB00379,BE0003533,CYP2E1,1,0,0
DB00379,BE0002638,CYP3A4,1,0,0
DB00381,BE0002638,CYP3A4,1,0,0
DB00381,BE0003543,CYP1A1,0,0,1
DB00381,BE0003549,CYP2B6,1,0,1
DB00381,BE0002362,CYP3A5,1,0,1
DB00381,BE0002887,CYP2C8,0,0,1
DB00381,BE0002363,CYP2D6,0,0,1
DB00382,BE0002433,CYP1A2,1,0,0
DB00384,BE0002433,CYP1A2,1,0,0
DB00388,BE0002198,MAOA,1,0,0
DB00388,BE0002196,MAOB,1,0,0
DB00388,BE0004767,SULT1A3,1,0,0
DB00388,BE0002433,CYP1A2,0,1,0
DB00389,BE0002090,CYP19A1,0,0,1
DB00390,BE0003537,CYP11A1,0,0,1
DB00391,BE0002180,BCHE,0,0,1
DB00392,BE0002180,BCHE,0,0,1
DB00393,BE0002638,CYP3A4,1,0,0
DB00394,BE0002362,CYP3A5,0,1,0
DB00394,BE0002638,CYP3A4,1,1,0
DB00395,BE0003536,CYP2C19,1,0,0
DB00396,BE0002362,CYP3A5,1,0,0
DB00396,BE0002793,CYP2C9,1,0,1
DB00396,BE0003612,CYP3A7,1,0,1
DB00396,BE0003536,CYP2C19,1,0,1
DB00396,BE0002638,CYP3A4,1,1,0
DB00396,BE0000344,CYP17A1,0,0,1
DB00396,BE0003543,CYP1A1,1,0,0
DB00396,BE0001111,CYP1B1,1,0,0
DB00396,BE0003336,CYP2A6,0,1,0
DB00396,BE0002363,CYP2D6,1,0,0
DB00397,BE0002198,MAOA,0,0,1
DB00398,BE0002793,CYP2C9,0,0,1
DB00398,BE0002362,CYP3A5,1,0,0
DB00398,BE0003612,CYP3A7,1,0,0
DB00398,BE0002638,CYP3A4,1,0,1
DB00398,BE0003549,CYP2B6,0,0,1
DB00398,BE0002887,CYP2C8,1,0,1
DB00398,BE0002433,CYP1A2,1,0,0
DB00398,BE0003536,CYP2C19,0,0,1
DB00398,BE0002363,CYP2D6,0,0,1
DB00398,BE0003538,UGT1A9,1,0,1
DB00398,BE0003541,UGT1A1,0,0,1
DB00400,BE0002433,CYP1A2,0,1,0
DB00400,BE0002638,CYP3A4,0,1,0
DB00401,BE0002638,CYP3A4,1,0,0
DB00401,BE0002362,CYP3A5,1,0,0
DB00401,BE0003612,CYP3A7,1,0,0
DB00402,BE0002638,CYP3A4,1,0,0
DB00402,BE0002887,CYP2C8,1,0,0
DB00404,BE0002638,CYP3A4,1,0,0
DB00404,BE0003612,CYP3A7,1,0,0
DB00404,BE0002362,CYP3A5,1,0,0
DB00404,BE0002793,CYP2C9,1,0,0
DB00409,BE0002363,CYP2D6,1,0,0
DB00411,BE0000657,PLA2G4A,0,1,0
DB00412,BE0002887,CYP2C8,1,0,1
DB00412,BE0002793,CYP2C9,1,0,0
DB00412,BE0000017,PTGS1,1,0,0
DB00412,BE0002433,CYP1A2,0,0,1
DB00412,BE0003336,CYP2A6,0,0,1
DB00412,BE0002363,CYP2D6,0,0,1
DB00412,BE0002638,CYP3A4,1,0,0
DB00414,BE0003074,CBR1,1,0,0
DB00414,BE0002793,CYP2C9,1,0,0
DB00418,BE0002793,CYP2C9,0,1,0
DB00418,BE0002887,CYP2C8,0,1,0
DB00418,BE0002433,CYP1A2,0,1,0
DB00418,BE0003536,CYP2C19,0,1,0
DB00420,BE0003536,CYP2C19,1,0,0
DB00420,BE0002433,CYP1A2,1,0,1
DB00420,BE0002638,CYP3A4,1,0,0
DB00420,BE0002793,CYP2C9,1,0,0
DB00420,BE0002363,CYP2D6,1,0,0
DB00421,BE0002887,CYP2C8,0,0,1
DB00421,BE0000731,CYP11B1,0,1,0
DB00422,BE0004740,CES1A1a,1,0,0
DB00425,BE0002638,CYP3A4,1,0,0
DB00425,BE0002433,CYP1A2,1,0,0
DB00425,BE0002793,CYP2C9,1,0,0
DB00425,BE0003536,CYP2C19,1,0,0
DB00425,BE0002363,CYP2D6,1,0,0
DB00426,BE0003539,AOX1,1,0,0
DB00428,BE0003543,CYP1A1,0,1,0
DB00428,BE0002433,CYP1A2,0,1,0
DB00428,BE0003533,CYP2E1,0,1,0
DB00432,BE0001260,TK1,1,0,0
DB00432,BE0002193,TYMP,1,0,0
DB00433,BE0002363,CYP2D6,1,0,0
DB00434,BE0003677,UGT1A3,1,0,0
DB00435,BE0000133,ALDH2,0,0,1
DB00435,BE0002433,CYP1A2,0,0,1
DB00435,BE0003549,CYP2B6,0,0,1
DB00435,BE0002638,CYP3A4,0,0,1
DB00436,BE0000987,TPMT,0,0,1
DB00437,BE0003539,AOX1,1,0,0
DB00437,BE0002204,XDH,0,0,1
DB00439,BE0002638,CYP3A4,1,1,1
DB00439,BE0002362,CYP3A5,1,0,0
DB00439,BE0003612,CYP3A7,1,0,0
DB00439,BE0002887,CYP2C8,1,0,1
DB00439,BE0002363,CYP2D6,0,0,1
DB00439,BE0002793,CYP2C9,0,0,1
DB00439,BE0003549,CYP2B6,0,1,0
DB00439,BE0003541,UGT1A1,1,0,0
DB00440,BE0002638,CYP3A4,1,0,0
DB00440,BE0002887,CYP2C8,0,0,1
DB00440,BE0002793,CYP2C9,1,0,0
DB00441,BE0002443,CDA,1,0,0
DB00441,BE0002804,DCK,1,0,0
DB00443,BE0002638,CYP3A4,1,1,0
DB00443,BE0002090,CYP19A1,1,1,0
DB00443,BE0002362,CYP3A5,0,1,0
DB00444,BE0002638,CYP3A4,1,0,1
DB00444,BE0002793,CYP2C9,0,0,1
DB00444,BE0003536,CYP2C19,1,0,0
DB00444,BE0002362,CYP3A5,1,0,0
DB00445,BE0003679,UGT2B7,1,0,0
DB00445,BE0000657,PLA2G4A,0,0,1
DB00446,BE0002638,CYP3A4,0,0,1
DB00446,BE0002362,CYP3A5,0,0,1
DB00446,BE0003612,CYP3A7,0,0,1
DB00446,BE0003536,CYP2C19,0,0,1
DB00448,BE0003543,CYP1A1,0,1,0
DB00448,BE0001111,CYP1B1,0,1,0
DB00448,BE0002887,CYP2C8,1,0,0
DB00448,BE0002793,CYP2C9,0,1,1
DB00448,BE0003611,CYP2C18,1,0,0
DB00448,BE0002363,CYP2D6,0,0,1
DB00448,BE0002638,CYP3A4,1,1,1
DB00448,BE0003536,CYP2C19,1,0,1
DB00451,BE0002887,CYP2C8,0,0,1
DB00451,BE0003541,UGT1A1,1,0,0
DB00451,BE0001032,ABCB1,0,0,0
DB00454,BE0002638,CYP3A4,1,1,0
DB00454,BE0003536,CYP2C19,1,0,0
DB00454,BE0003549,CYP2B6,1,0,0
DB00454,BE0002363,CYP2D6,1,0,0
DB00454,BE0002433,CYP1A2,0,1,0
DB00455,BE0002638,CYP3A4,1,0,1
DB00455,BE0002363,CYP2D6,1,0,1
DB00455,BE0003543,CYP1A1,1,0,0
DB00455,BE0003536,CYP2C19,1,0,1
DB00455,BE0002887,CYP2C8,1,0,1
DB00455,BE0002433,CYP1A2,1,0,0
DB00455,BE0003549,CYP2B6,1,0,0
DB00455,BE0002793,CYP2C9,1,0,0
DB00455,BE0002362,CYP3A5,1,0,0
DB00455,BE0009343,UGT2B10,0,0,0
DB00455,BE0003541,UGT1A1,0,0,0
DB00455,BE0003677,UGT1A3,0,0,0
DB00455,BE0004696,UGT2B15,0,0,0
DB00458,BE0003536,CYP2C19,1,0,1
DB00458,BE0002363,CYP2D6,1,0,1
DB00458,BE0002433,CYP1A2,1,0,1
DB00458,BE0002638,CYP3A4,1,0,0
DB00458,BE0003612,CYP3A7,1,0,0
DB00458,BE0003549,CYP2B6,1,0,0
DB00458,BE0003611,CYP2C18,1,0,0
DB00458,BE0003533,CYP2E1,0,0,1
DB00461,BE0001075,MPO,0,0,1
DB00461,BE0002433,CYP1A2,1,0,0
DB00461,BE0002793,CYP2C9,1,0,0
DB00461,BE0000329,HSD11B1,1,0,0
DB00461,BE0000126,AKR1C1,1,0,0
DB00461,BE0000622,AKR1C2,1,0,0
DB00461,BE0000438,AKR1C4,1,0,0
DB00465,BE0003679,UGT2B7,1,0,0
DB00465,BE0002887,CYP2C8,1,0,0
DB00465,BE0002793,CYP2C9,1,0,0
DB00466,BE0003543,CYP1A1,0,1,0
DB00466,BE0002240,GLUL,0,0,1
DB00467,BE0002433,CYP1A2,0,0,1
DB00468,BE0002362,CYP3A5,1,0,0
DB00468,BE0002433,CYP1A2,1,0,0
DB00468,BE0002887,CYP2C8,1,0,1
DB00468,BE0002793,CYP2C9,1,0,0
DB00468,BE0003536,CYP2C19,1,0,1
DB00468,BE0003533,CYP2E1,1,0,0
DB00468,BE0003612,CYP3A7,1,0,0
DB00468,BE0003543,CYP1A1,0,1,1
DB00468,BE0002638,CYP3A4,1,1,1
DB00468,BE0002363,CYP2D6,1,0,1
DB00469,BE0002793,CYP2C9,1,0,0
DB00470,BE0002638,CYP3A4,1,0,0
DB00470,BE0002793,CYP2C9,1,0,0
DB00470,BE0000017,PTGS1,1,0,0
DB00471,BE0002887,CYP2C8,1,0,1
DB00471,BE0002638,CYP3A4,1,0,0
DB00471,BE0002793,CYP2C9,1,0,0
DB00471,BE0000017,PTGS1,1,0,0
DB00471,BE0003336,CYP2A6,1,0,0
DB00472,BE0003536,CYP2C19,1,0,1
DB00472,BE0002363,CYP2D6,1,0,1
DB00472,BE0002793,CYP2C9,1,0,1
DB00472,BE0001052,CYP2B,0,1,0
DB00472,BE0002433,CYP1A2,1,0,1
DB00472,BE0002638,CYP3A4,1,0,1
DB00472,BE0003549,CYP2B6,1,0,0
DB00472,BE0002362,CYP3A5,1,0,0
DB00474,BE0003536,CYP2C19,1,0,0
DB00476,BE0002433,CYP1A2,1,0,0
DB00476,BE0002363,CYP2D6,1,0,1
DB00476,BE0002793,CYP2C9,1,0,0
DB00477,BE0002363,CYP2D6,1,0,1
DB00477,BE0002433,CYP1A2,1,0,0
DB00477,BE0003533,CYP2E1,0,0,1
DB00477,BE0002638,CYP3A4,0,1,0
DB00477,BE0002180,BCHE,0,0,1
DB00481,BE0003549,CYP2B6,0,0,1
DB00481,BE0002887,CYP2C8,0,0,1
DB00481,BE0003539,AOX1,0,0,1
DB00481,BE0002090,CYP19A1,0,0,1
DB00481,BE0002638,CYP3A4,0,0,1
DB00481,BE0003541,UGT1A1,1,0,0
DB00481,BE0003678,UGT1A10,1,0,0
DB00481,BE0003682,UGT1A8,1,0,0
DB00482,BE0002638,CYP3A4,1,0,0
DB00482,BE0002793,CYP2C9,1,0,0
DB00482,BE0002363,CYP2D6,1,0,1
DB00482,BE0002887,CYP2C8,1,0,0
DB00484,BE0003539,AOX1,1,0,0
DB00485,BE0002638,CYP3A4,0,1,0
DB00486,BE0003533,CYP2E1,0,0,1
DB00486,BE0002887,CYP2C8,0,0,1
DB00486,BE0002793,CYP2C9,0,0,1
DB00487,BE0002433,CYP1A2,0,0,1
DB00489,BE0002363,CYP2D6,1,0,0
DB00490,BE0002638,CYP3A4,1,0,0
DB00490,BE0002362,CYP3A5,1,0,0
DB00490,BE0003612,CYP3A7,1,0,0
DB00490,BE0002363,CYP2D6,1,0,0
DB00491,BE0002639,AMY2A,0,0,1
DB00494,BE0002089,COMT,0,0,1
DB00494,BE0003538,UGT1A9,1,0,0
DB00494,BE0002363,CYP2D6,0,0,1
DB00495,BE0003336,CYP2A6,1,0,0
DB00495,BE0002793,CYP2C9,1,0,0
DB00495,BE0002638,CYP3A4,1,0,0
DB00495,BE0001260,TK1,1,0,0
DB00495,BE0003679,UGT2B7,1,0,0
DB00495,BE0003541,UGT1A1,1,1,0
DB00496,BE0002638,CYP3A4,1,0,0
DB00496,BE0002363,CYP2D6,1,0,1
DB00497,BE0002363,CYP2D6,1,0,0
DB00497,BE0002638,CYP3A4,1,0,0
DB00497,BE0002362,CYP3A5,1,0,0
DB00499,BE0002638,CYP3A4,1,0,0
DB00499,BE0002433,CYP1A2,1,0,0
DB00499,BE0003543,CYP1A1,1,0,0
DB00499,BE0001111,CYP1B1,1,0,0
DB00499,BE0003536,CYP2C19,1,0,0
DB00499,BE0002362,CYP3A5,1,0,0
DB00500,BE0003532,TDO2,0,0,1
DB00500,BE0001075,MPO,0,0,1
DB00501,BE0002433,CYP1A2,0,0,1
DB00501,BE0003536,CYP2C19,0,0,1
DB00501,BE0002638,CYP3A4,0,0,1
DB00501,BE0002362,CYP3A5,0,0,1
DB00501,BE0002363,CYP2D6,0,0,1
DB00501,BE0000731,CYP11B1,0,0,1
DB00501,BE0002887,CYP2C8,0,0,1
DB00501,BE0002793,CYP2C9,0,0,1
DB00501,BE0003533,CYP2E1,0,0,1
DB00501,BE0003606,FMO3,1,0,0
DB00501,BE0003609,FMO1,1,0,0
DB00502,BE0002362,CYP3A5,1,0,0
DB00502,BE0003612,CYP3A7,1,0,0
DB00502,BE0002433,CYP1A2,1,0,0
DB00502,BE0002363,CYP2D6,1,0,1
DB00502,BE0002638,CYP3A4,1,0,1
DB00502,BE0003074,CBR1,1,0,0
DB00502,BE0003538,UGT1A9,1,0,0
DB00502,BE0003536,CYP2C19,1,0,0
DB00502,BE0002793,CYP2C9,1,0,0
DB00502,BE0003543,CYP1A1,1,0,0
DB00503,BE0002363,CYP2D6,1,0,1
DB00503,BE0002793,CYP2C9,0,1,0
DB00503,BE0003536,CYP2C19,0,1,1
DB00503,BE0003549,CYP2B6,1,1,1
DB00503,BE0002887,CYP2C8,0,1,1
DB00503,BE0002433,CYP1A2,0,1,1
DB00503,BE0003533,CYP2E1,0,0,1
DB00503,BE0002638,CYP3A4,1,1,1
DB00503,BE0002362,CYP3A5,1,1,1
DB00503,BE0003612,CYP3A7,1,1,1
DB00503,BE0003550,CYP3A43,1,1,1
DB00503,BE0003541,UGT1A1,0,1,0
DB00508,BE0002180,BCHE,0,0,1
DB00513,BE0003539,AOX1,1,0,0
DB00514,BE0002363,CYP2D6,1,0,0
DB00514,BE0002638,CYP3A4,1,0,0
DB00514,BE0003612,CYP3A7,1,0,0
DB00514,BE0003549,CYP2B6,1,0,0
DB00514,BE0003536,CYP2C19,1,0,0
DB00514,BE0002793,CYP2C9,1,0,0
DB00515,BE0001075,MPO,0,1,0
DB00515,BE0002204,XDH,0,1,0
DB00515,BE0000421,CYP4A11,0,1,0
DB00515,BE0000262,PTGS2,0,0,1
DB00515,BE0002793,CYP2C9,0,0,1
DB00515,BE0003549,CYP2B6,0,0,1
DB00515,BE0002180,BCHE,0,0,1
DB00515,BE0000818,GSTT1,1,0,0
DB00515,BE0004778,MT1A,1,0,0
DB00515,BE0004779,MT2A,1,0,0
DB00515,BE0002390,SOD1,1,0,0
DB00515,BE0000814,GSTP1,1,0,0
DB00515,BE0001184,NQO1,1,0,0
DB00515,BE0000807,GSTM1,1,0,0
DB00518,BE0003543,CYP1A1,0,1,0
DB00518,BE0002433,CYP1A2,0,1,0
DB00518,BE0002638,CYP3A4,1,0,0
DB00518,BE0003536,CYP2C19,1,0,0
DB00519,BE0002705,CES1,1,0,0
DB00520,BE0002638,CYP3A4,0,0,1
DB00521,BE0002363,CYP2D6,1,0,0
DB00526,BE0000818,GSTT1,1,0,0
DB00526,BE0004778,MT1A,1,0,0
DB00526,BE0004779,MT2A,1,0,0
DB00526,BE0001075,MPO,1,0,0
DB00526,BE0002390,SOD1,1,0,0
DB00526,BE0000814,GSTP1,1,0,0
DB00526,BE0000807,GSTM1,1,0,0
DB00526,BE0001184,NQO1,1,0,0
DB00527,BE0002180,BCHE,0,0,1
DB00528,BE0003612,CYP3A7,1,0,0
DB00528,BE0002638,CYP3A4,1,0,1
DB00528,BE0002362,CYP3A5,1,0,0
DB00528,BE0002363,CYP2D6,0,0,1
DB00530,BE0002638,CYP3A4,1,0,1
DB00530,BE0002362,CYP3A5,1,0,0
DB00530,BE0002433,CYP1A2,1,0,0
DB00530,BE0003543,CYP1A1,1,0,0
DB00530,BE0002363,CYP2D6,1,0,0
DB00530,BE0002887,CYP2C8,1,0,1
DB00530,BE0001111,CYP1B1,1,0,0
DB00530,BE0003541,UGT1A1,0,0,1
DB00531,BE0002793,CYP2C9,1,0,0
DB00531,BE0002638,CYP3A4,1,1,0
DB00531,BE0003549,CYP2B6,1,1,0
DB00531,BE0003536,CYP2C19,1,0,0
DB00531,BE0003336,CYP2A6,1,0,0
DB00531,BE0003611,CYP2C18,1,0,0
DB00531,BE0002887,CYP2C8,1,1,0
DB00531,BE0002362,CYP3A5,1,0,0
DB00532,BE0003536,CYP2C19,1,0,1
DB00532,BE0003549,CYP2B6,1,0,0
DB00532,BE0002433,CYP1A2,1,0,0
DB00532,BE0002363,CYP2D6,1,0,0
DB00532,BE0002887,CYP2C8,1,0,0
DB00532,BE0002793,CYP2C9,1,0,0
DB00533,BE0002433,CYP1A2,1,0,1
DB00533,BE0002638,CYP3A4,1,1,0
DB00533,BE0000017,PTGS1,1,0,0
DB00533,BE0002887,CYP2C8,0,0,1
DB00533,BE0002793,CYP2C9,1,0,0
DB00537,BE0002433,CYP1A2,0,0,1
DB00537,BE0002638,CYP3A4,0,0,1
DB00537,BE0002362,CYP3A5,0,0,1
DB00537,BE0003612,CYP3A7,0,0,1
DB00539,BE0002638,CYP3A4,1,0,1
DB00539,BE0003543,CYP1A1,1,0,0
DB00540,BE0002363,CYP2D6,1,0,1
DB00540,BE0002638,CYP3A4,1,0,0
DB00540,BE0002433,CYP1A2,1,0,0
DB00540,BE0003536,CYP2C19,1,0,0
DB00540,BE0002362,CYP3A5,1,0,0
DB00540,BE0000017,PTGS1,1,0,0
DB00540,BE0003533,CYP2E1,0,0,1
DB00541,BE0002362,CYP3A5,1,0,0
DB00541,BE0003612,CYP3A7,1,0,0
DB00541,BE0002638,CYP3A4,1,0,0
DB00542,BE0002176,MTHFR,1,0,0
DB00543,BE0002363,CYP2D6,1,0,1
DB00544,BE0002793,CYP2C9,0,0,1
DB00544,BE0002433,CYP1A2,1,0,0
DB00544,BE0002193,TYMP,1,0,0
DB00544,BE0000960,DPYD,1,0,0
DB00544,BE0002456,UPP1,1,0,0
DB00544,BE0002457,UPP2,1,0,0
DB00544,BE0003336,CYP2A6,1,0,0
DB00544,BE0002887,CYP2C8,1,0,0
DB00544,BE0002176,MTHFR,1,0,0
DB00544,BE0000324,TYMS,1,0,0
DB00544,BE0004473,UMPS,1,0,0
DB00544,BE0000374,PPAT,1,0,0
DB00546,BE0003536,CYP2C19,1,0,0
DB00546,BE0002638,CYP3A4,1,0,0
DB00549,BE0002793,CYP2C9,1,0,1
DB00549,BE0002887,CYP2C8,0,0,1
DB00549,BE0000017,PTGS1,1,0,0
DB00549,BE0002638,CYP3A4,1,0,1
DB00549,BE0002433,CYP1A2,0,0,1
DB00549,BE0003536,CYP2C19,0,0,1
DB00549,BE0003533,CYP2E1,0,0,1
DB00550,BE0001075,MPO,0,0,1
DB00550,BE0000138,DBH,0,0,1
DB00550,BE0003543,CYP1A1,0,1,0
DB00553,BE0002433,CYP1A2,0,0,1
DB00553,BE0003336,CYP2A6,0,0,1
DB00553,BE0003543,CYP1A1,0,0,1
DB00553,BE0003534,CYP2A13,0,0,1
DB00554,BE0002793,CYP2C9,1,0,0
DB00554,BE0002887,CYP2C8,1,0,0
DB00555,BE0003544,UGT1A4,1,0,0
DB00555,BE0000330,DHFR,0,0,1
DB00555,BE0003677,UGT1A3,1,0,0
DB00555,BE0003541,UGT1A1,1,1,0
DB00557,BE0002363,CYP2D6,0,0,1
DB00557,BE0002638,CYP3A4,1,0,0
DB00557,BE0002362,CYP3A5,1,0,0
DB00559,BE0002638,CYP3A4,1,1,0
DB00559,BE0002793,CYP2C9,1,1,0
DB00563,BE0000330,DHFR,1,0,0
DB00563,BE0003539,AOX1,1,0,0
DB00563,BE0002176,MTHFR,1,0,0
DB00563,BE0003559,PGD,0,0,1
DB00563,BE0000700,FPGS,1,0,0
DB00563,BE0000324,TYMS,1,0,0
DB00563,BE0001240,ATIC,0,0,1
DB00563,BE0000265,GGH,1,0,0
DB00563,BE0002638,CYP3A4,1,0,0
DB00564,BE0002638,CYP3A4,1,1,0
DB00564,BE0002887,CYP2C8,1,1,0
DB00564,BE0002433,CYP1A2,0,1,1
DB00564,BE0002793,CYP2C9,0,1,0
DB00564,BE0003536,CYP2C19,0,1,1
DB00564,BE0003549,CYP2B6,1,1,0
DB00564,BE0002362,CYP3A5,1,1,0
DB00564,BE0003679,UGT2B7,1,0,0
DB00564,BE0003541,UGT1A1,0,1,0
DB00564,BE0004694,UGT1A6,0,1,0
DB00564,BE0004695,UGT1A7,0,1,0
DB00568,BE0002363,CYP2D6,1,0,0
DB00568,BE0002793,CYP2C9,1,0,0
DB00568,BE0002433,CYP1A2,1,0,0
DB00568,BE0003549,CYP2B6,1,0,0
DB00568,BE0003336,CYP2A6,1,0,0
DB00568,BE0003543,CYP1A1,1,0,0
DB00568,BE0002638,CYP3A4,1,0,0
DB00570,BE0002638,CYP3A4,1,1,1
DB00570,BE0002363,CYP2D6,0,0,1
DB00571,BE0002362,CYP3A5,1,0,0
DB00571,BE0002363,CYP2D6,1,0,1
DB00571,BE0003612,CYP3A7,1,0,0
DB00571,BE0002433,CYP1A2,1,0,0
DB00571,BE0003536,CYP2C19,1,0,0
DB00571,BE0002638,CYP3A4,1,0,0
DB00571,BE0003543,CYP1A1,0,0,1
DB00571,BE0002198,MAOA,0,0,1
DB00574,BE0002363,CYP2D6,0,0,1
DB00575,BE0002363,CYP2D6,1,0,0
DB00575,BE0002433,CYP1A2,1,0,0
DB00575,BE0002638,CYP3A4,1,0,0
DB00575,BE0003543,CYP1A1,1,0,0
DB00575,BE0002362,CYP3A5,1,0,0
DB00576,BE0002793,CYP2C9,0,0,1
DB00577,BE0002351,GUK1,1,0,0
DB00578,BE0000657,PLA2G4A,0,0,1
DB00580,BE0002638,CYP3A4,1,0,0
DB00580,BE0002793,CYP2C9,1,0,1
DB00580,BE0003538,UGT1A9,1,0,0
DB00582,BE0003609,FMO1,1,0,0
DB00582,BE0003606,FMO3,1,0,0
DB00582,BE0002362,CYP3A5,0,0,1
DB00582,BE0003612,CYP3A7,0,0,1
DB00582,BE0003536,CYP2C19,1,0,1
DB00582,BE0002638,CYP3A4,1,0,1
DB00582,BE0002793,CYP2C9,1,0,1
DB00582,BE0000017,PTGS1,1,0,0
DB00582,BE0003549,CYP2B6,0,0,1
DB00585,BE0002180,BCHE,0,0,1
DB00586,BE0002793,CYP2C9,1,0,0
DB00586,BE0003536,CYP2C19,1,0,0
DB00586,BE0002433,CYP1A2,1,0,0
DB00586,BE0002887,CYP2C8,1,0,0
DB00586,BE0003679,UGT2B7,1,0,0
DB00586,BE0002638,CYP3A4,1,0,1
DB00586,BE0003549,CYP2B6,1,0,0
DB00586,BE0003611,CYP2C18,1,0,0
DB00586,BE0003533,CYP2E1,0,0,1
DB00586,BE0003677,UGT1A3,1,0,0
DB00586,BE0003538,UGT1A9,1,0,0
DB00586,BE0003681,UGT2B4,1,0,0
DB00586,BE0000248,ALOX5,0,0,0
DB00586,BE0001640,PLA2G2A,0,0,1
DB00588,BE0002638,CYP3A4,1,0,1
DB00588,BE0002362,CYP3A5,1,0,1
DB00588,BE0003612,CYP3A7,1,0,0
DB00588,BE0002887,CYP2C8,0,0,1
DB00589,BE0002638,CYP3A4,1,0,0
DB00590,BE0003536,CYP2C19,1,0,0
DB00590,BE0002363,CYP2D6,1,0,0
DB00590,BE0002638,CYP3A4,1,0,0
DB00590,BE0002793,CYP2C9,1,0,0
DB00591,BE0002638,CYP3A4,1,1,0
DB00592,BE0002363,CYP2D6,1,0,0
DB00593,BE0003533,CYP2E1,1,0,0
DB00593,BE0002638,CYP3A4,1,0,0
DB00593,BE0004866,CYP3A4,1,0,0
DB00594,BE0000351,AOC1,0,0,1
DB00598,BE0002363,CYP2D6,1,0,1
DB00598,BE0003536,CYP2C19,1,0,0
DB00598,BE0003541,UGT1A1,1,0,0
DB00598,BE0003679,UGT2B7,1,0,0
DB00598,BE0003538,UGT1A9,1,0,0
DB00599,BE0004866,CYP3A4,1,0,0
DB00599,BE0003536,CYP2C19,1,0,0
DB00601,BE0002198,MAOA,0,0,1
DB00601,BE0002196,MAOB,0,0,1
DB00602,BE0002638,CYP3A4,1,1,0
DB00603,BE0002638,CYP3A4,1,1,0
DB00603,BE0002887,CYP2C8,0,0,1
DB00603,BE0000059,HSD3B2,0,0,1
DB00603,BE0002793,CYP2C9,0,0,1
DB00604,BE0003612,CYP3A7,1,0,0
DB00604,BE0002638,CYP3A4,1,0,0
DB00604,BE0002362,CYP3A5,1,0,0
DB00604,BE0003336,CYP2A6,1,0,0
DB00604,BE0003549,CYP2B6,1,0,0
DB00604,BE0003536,CYP2C19,1,0,1
DB00604,BE0002887,CYP2C8,1,0,0
DB00604,BE0002793,CYP2C9,0,0,1
DB00604,BE0002363,CYP2D6,0,0,1
DB00605,BE0003543,CYP1A1,0,0,1
DB00607,BE0002638,CYP3A4,0,1,0
DB00607,BE0002433,CYP1A2,0,1,0
DB00608,BE0002638,CYP3A4,1,0,0
DB00608,BE0002363,CYP2D6,1,0,1
DB00608,BE0003543,CYP1A1,1,0,0
DB00608,BE0002887,CYP2C8,1,0,0
DB00608,BE0002362,CYP3A5,1,0,0
DB00612,BE0002638,CYP3A4,1,0,0
DB00613,BE0002887,CYP2C8,1,0,0
DB00613,BE0003543,CYP1A1,1,0,0
DB00613,BE0001111,CYP1B1,1,0,0
DB00613,BE0002363,CYP2D6,0,0,1
DB00613,BE0002793,CYP2C9,0,0,1
DB00614,BE0002196,MAOB,0,0,1
DB00614,BE0002198,MAOA,0,0,1
DB00615,BE0002638,CYP3A4,1,1,0
DB00615,BE0003536,CYP2C19,0,1,0
DB00615,BE0003549,CYP2B6,0,1,0
DB00615,BE0002887,CYP2C8,0,1,0
DB00615,BE0002793,CYP2C9,0,1,0
DB00617,BE0003533,CYP2E1,1,0,0
DB00617,BE0002638,CYP3A4,1,0,0
DB00617,BE0002793,CYP2C9,1,0,0
DB00617,BE0002887,CYP2C8,1,0,0
DB00619,BE0002638,CYP3A4,1,0,1
DB00619,BE0002362,CYP3A5,1,0,1
