UniProtId,Label,Gene_Name,hgnc_symbol
Q8NFU3,reviewed,TSTD1_HUMAN,TSTD1
P19525,reviewed,E2AK2_HUMAN,E2AK2
P50452,reviewed,SPB8_HUMAN,SPB8
Q5RHP9,reviewed,ERIC3_HUMAN,ERIC3
P37173,reviewed,TGFR2_HUMAN,TGFR2
Q8TAL5,reviewed,CI043_HUMAN,CI043
Q8NGA0,reviewed,OR7G1_HUMAN,OR7G1
Q5PT55,reviewed,NTCP5_HUMAN,NTCP5
P26715,reviewed,NKG2A_HUMAN,NKG2A
Q96CW9,reviewed,NTNG2_HUMAN,NTNG2
O94925,reviewed,GLSK_HUMAN,GLSK
Q8N907,reviewed,DAND5_HUMAN,DAND5
Q9Y6X1,reviewed,SERP1_HUMAN,SERP1
P07738,reviewed,PMGE_HUMAN,PMGE
Q8NBX0,reviewed,SCPDL_HUMAN,SCPDL
Q9P0P8,reviewed,MRES1_HUMAN,MRES1
P0DMP2,reviewed,SRG2B_HUMAN,SRG2B
Q8NCN5,reviewed,PDPR_HUMAN,PDPR
Q86T96,reviewed,RN180_HUMAN,RN180
Q8NGA1,reviewed,OR1M1_HUMAN,OR1M1
Q96R45,reviewed,OR2A7_HUMAN,OR2A7
Q9NQ60,reviewed,EQTN_HUMAN,EQTN
Q6B0B8,reviewed,TIGD3_HUMAN,TIGD3
Q9BW04,reviewed,SARG_HUMAN,SARG
Q9Y6X2,reviewed,PIAS3_HUMAN,PIAS3
O43182,reviewed,RHG06_HUMAN,RHG06
Q8NFU1,reviewed,BEST2_HUMAN,BEST2
Q6PD74,reviewed,AAGAB_HUMAN,AAGAB
Q8NCN4,reviewed,RN169_HUMAN,RN169
Q6Y7W6,reviewed,GGYF2_HUMAN,GGYF2
Q9H853,reviewed,TBA4B_HUMAN,TBA4B
O75379,reviewed,VAMP4_HUMAN,VAMP4
O94927,reviewed,HAUS5_HUMAN,HAUS5
Q9H2X3,reviewed,CLC4M_HUMAN,CLC4M
Q14831,reviewed,GRM7_HUMAN,GRM7
Q02880,reviewed,TOP2B_HUMAN,TOP2B
Q9Y6X3,reviewed,SCC4_HUMAN,SCC4
Q3MIT2,reviewed,PUS10_HUMAN,PUS10
Q5XLA6,reviewed,CAR17_HUMAN,CAR17
Q8NFU0,reviewed,BEST4_HUMAN,BEST4
P08134,reviewed,RHOC_HUMAN,RHOC
P56377,reviewed,AP1S2_HUMAN,AP1S2
Q8IWV8,reviewed,UBR2_HUMAN,UBR2
P38432,reviewed,COIL_HUMAN,COIL
Q8TEQ0,reviewed,SNX29_HUMAN,SNX29
Q9BXR5,reviewed,TLR10_HUMAN,TLR10
Q53H80,reviewed,AKIR2_HUMAN,AKIR2
Q86T90,reviewed,K1328_HUMAN,K1328
Q5W186,reviewed,CST9_HUMAN,CST9
Q8TAL6,reviewed,FIBIN_HUMAN,FIBIN
Q9NWM8,reviewed,FKB14_HUMAN,FKB14
P0C0E4,reviewed,RB40L_HUMAN,RB40L
Q9NY15,reviewed,STAB1_HUMAN,STAB1
Q6P4F7,reviewed,RHGBA_HUMAN,RHGBA
Q96R47,reviewed,O2A14_HUMAN,O2A14
Q96KP1,reviewed,EXOC2_HUMAN,EXOC2
Q14832,reviewed,GRM3_HUMAN,GRM3
P17661,reviewed,DESM_HUMAN,DESM
P27987,reviewed,IP3KB_HUMAN,IP3KB
Q9Y399,reviewed,RT02_HUMAN,RT02
O00295,reviewed,TULP2_HUMAN,TULP2
Q5VU43,reviewed,MYOME_HUMAN,MYOME
P10644,reviewed,KAP0_HUMAN,KAP0
Q5MNZ6,reviewed,WIPI3_HUMAN,WIPI3
P62917,reviewed,RL8_HUMAN,RL8
Q01638,reviewed,ILRL1_HUMAN,ILRL1
P38435,reviewed,VKGC_HUMAN,VKGC
A6NMT0,reviewed,DBX1_HUMAN,DBX1
Q5T5S1,reviewed,CC183_HUMAN,CC183
P0DMP1,reviewed,HMN12_HUMAN,HMN12
O75936,reviewed,BODG_HUMAN,BODG
Q495Y8,reviewed,SPDE2_HUMAN,SPDE2
P33121,reviewed,ACSL1_HUMAN,ACSL1
Q4KMG0,reviewed,CDON_HUMAN,CDON
A6NIX2,reviewed,WTIP_HUMAN,WTIP
Q6PJE2,reviewed,POZP3_HUMAN,POZP3
Q96CW5,reviewed,GCP3_HUMAN,GCP3
O94921,reviewed,CDK14_HUMAN,CDK14
Q8N205,reviewed,SYNE4_HUMAN,SYNE4
P46087,reviewed,NOP2_HUMAN,NOP2
Q14833,reviewed,GRM4_HUMAN,GRM4
Q96B86,reviewed,RGMA_HUMAN,RGMA
P27986,reviewed,P85A_HUMAN,P85A
O00294,reviewed,TULP1_HUMAN,TULP1
P11086,reviewed,PNMT_HUMAN,PNMT
Q9UDY4,reviewed,DNJB4_HUMAN,DNJB4
O43181,reviewed,NDUS4_HUMAN,NDUS4
A6NFC5,reviewed,TM235_HUMAN,TM235
Q5TAP6,reviewed,UT14C_HUMAN,UT14C
P10645,reviewed,CMGA_HUMAN,CMGA
Q96NC0,reviewed,ZMAT2_HUMAN,ZMAT2
P49810,reviewed,PSN2_HUMAN,PSN2
Q96JN2,reviewed,CC136_HUMAN,CC136
O75937,reviewed,DNJC8_HUMAN,DNJC8
Q8TEQ6,reviewed,GEMI5_HUMAN,GEMI5
Q53H82,reviewed,LACB2_HUMAN,LACB2
Q99424,reviewed,ACOX2_HUMAN,ACOX2
A0A494BZU4,reviewed,T217B_HUMAN,T217B
Q9NSB8,reviewed,HOME2_HUMAN,HOME2
Q6P4F1,reviewed,FUT10_HUMAN,FUT10
Q9H2X0,reviewed,CHRD_HUMAN,CHRD
P07585,reviewed,PGS2_HUMAN,PGS2
Q08945,reviewed,SSRP1_HUMAN,SSRP1
Q9Y397,reviewed,ZDHC9_HUMAN,ZDHC9
Q8TDM0,reviewed,BCAS4_HUMAN,BCAS4
Q8TBJ4,reviewed,PLPR1_HUMAN,PLPR1
Q9Y644,reviewed,RFNG_HUMAN,RFNG
P10646,reviewed,TFPI1_HUMAN,TFPI1
Q15723,reviewed,ELF2_HUMAN,ELF2
P07451,reviewed,CAH3_HUMAN,CAH3
P18754,reviewed,RCC1_HUMAN,RCC1
A0A0C4DH29,reviewed,HV103_HUMAN,HV103
O75934,reviewed,SPF27_HUMAN,SPF27
Q9BXR6,reviewed,FHR5_HUMAN,FHR5
P16083,reviewed,NQO2_HUMAN,NQO2
P04792,reviewed,HSPB1_HUMAN,HSPB1
Q9UEE9,reviewed,CFDP1_HUMAN,CFDP1
O94923,reviewed,GLCE_HUMAN,GLCE
Q6P4F2,reviewed,FDX2_HUMAN,FDX2
Q96KP4,reviewed,CNDP2_HUMAN,CNDP2
Q8IZD0,reviewed,SAM14_HUMAN,SAM14
Q99638,reviewed,RAD9A_HUMAN,RAD9A
Q4VNC1,reviewed,AT134_HUMAN,AT134
Q8IVN8,reviewed,SBSPO_HUMAN,SBSPO
Q9Y394,reviewed,DHRS7_HUMAN,DHRS7
O00292,reviewed,LFTY2_HUMAN,LFTY2
Q9UDY6,reviewed,TRI10_HUMAN,TRI10
Q8TBJ5,reviewed,FEZF2_HUMAN,FEZF2
Q15722,reviewed,LT4R1_HUMAN,LT4R1
P62910,reviewed,RL32_HUMAN,RL32
Q96JN0,reviewed,LCOR_HUMAN,LCOR
O75935,reviewed,DCTN3_HUMAN,DCTN3
Q99426,reviewed,TBCB_HUMAN,TBCB
Q9H8Q6,reviewed,HEAS1_HUMAN,HEAS1
A0A494BZU2,unreviewed,A0A494BZU2_HUMAN,A0A494BZU2
Q96CW6,reviewed,S7A6O_HUMAN,S7A6O
O00398,reviewed,P2Y10_HUMAN,P2Y10
Q9NQ66,reviewed,PLCB1_HUMAN,PLCB1
P10767,reviewed,FGF6_HUMAN,FGF6
Q4VNC0,reviewed,AT135_HUMAN,AT135
Q2M3R5,reviewed,S35G1_HUMAN,S35G1
O00291,reviewed,HIP1_HUMAN,HIP1
Q7L4P6,reviewed,BEND5_HUMAN,BEND5
Q9UBU3,reviewed,GHRL_HUMAN,GHRL
P38570,reviewed,ITAE_HUMAN,ITAE
Q6PGN9,reviewed,PSRC1_HUMAN,PSRC1
Q8TDM6,reviewed,DLG5_HUMAN,DLG5
Q9Y646,reviewed,CBPQ_HUMAN,CBPQ
P56378,reviewed,ATP68_HUMAN,ATP68
Q8IY67,reviewed,RAVR1_HUMAN,RAVR1
P62913,reviewed,RL11_HUMAN,RL11
P11686,reviewed,PSPC_HUMAN,PSPC
P49815,reviewed,TSC2_HUMAN,TSC2
Q5TEA3,reviewed,DAAF9_HUMAN,DAAF9
Q8N326,reviewed,CJ111_HUMAN,CJ111
Q9BXR0,reviewed,TGT_HUMAN,TGT
P60510,reviewed,PP4C_HUMAN,PP4C
Q8NGA8,reviewed,O4F17_HUMAN,O4F17
Q6ZT12,reviewed,UBR3_HUMAN,UBR3
Q9UMR3,reviewed,TBX20_HUMAN,TBX20
Q96CW1,reviewed,AP2M1_HUMAN,AP2M1
Q8N201,reviewed,INT1_HUMAN,INT1
O00399,reviewed,DCTN6_HUMAN,DCTN6
Q5THR3,reviewed,EFCB6_HUMAN,EFCB6
Q96KP6,reviewed,TNIP3_HUMAN,TNIP3
Q8IZD2,reviewed,KMT2E_HUMAN,KMT2E
Q9UBU2,reviewed,DKK2_HUMAN,DKK2
P38571,reviewed,LICH_HUMAN,LICH
Q8TDM5,reviewed,SACA4_HUMAN,SACA4
P07288,reviewed,KLK3_HUMAN,KLK3
Q6UXT9,reviewed,ABH15_HUMAN,ABH15
Q8IWV2,reviewed,CNTN4_HUMAN,CNTN4
Q8TE58,reviewed,ATS15_HUMAN,ATS15
A0A0C4DH24,reviewed,KV621_HUMAN,KV621
P32119,reviewed,PRDX2_HUMAN,PRDX2
Q6N043,reviewed,Z280D_HUMAN,Z280D
O14576,reviewed,DC1I1_HUMAN,DC1I1
Q9UMR2,reviewed,DD19B_HUMAN,DD19B
P15586,reviewed,GNS_HUMAN,GNS
P20062,reviewed,TCO2_HUMAN,TCO2
Q01484,reviewed,ANK2_HUMAN,ANK2
Q6UXT8,reviewed,ALKL1_HUMAN,ALKL1
P11684,reviewed,UTER_HUMAN,UTER
Q8TE59,reviewed,ATS19_HUMAN,ATS19
A0A0C4DH25,reviewed,KVD20_HUMAN,KVD20
Q9BWG4,reviewed,SSBP4_HUMAN,SSBP4
Q9UEE5,reviewed,ST17A_HUMAN,ST17A
Q9UMR5,reviewed,PPT2_HUMAN,PPT2
Q9NY12,reviewed,GAR1_HUMAN,GAR1
Q86VN1,reviewed,VPS36_HUMAN,VPS36
Q9NQ69,reviewed,LHX9_HUMAN,LHX9
Q14839,reviewed,CHD4_HUMAN,CHD4
Q5T197,reviewed,DCST1_HUMAN,DCST1
Q8IZD4,reviewed,DCP1B_HUMAN,DCP1B
Q9UKP5,reviewed,ATS6_HUMAN,ATS6
Q9GZS9,reviewed,CHST5_HUMAN,CHST5
P20061,reviewed,TCO1_HUMAN,TCO1
Q9BTC8,reviewed,MTA3_HUMAN,MTA3
Q9BY11,reviewed,PACN1_HUMAN,PACN1
Q9UDY2,reviewed,ZO2_HUMAN,ZO2
P10643,reviewed,CO7_HUMAN,CO7
Q9BVG8,reviewed,KIFC3_HUMAN,KIFC3
Q15726,reviewed,KISS1_HUMAN,KISS1
Q5SRD1,reviewed,TI23B_HUMAN,TI23B
Q9Y4I1,reviewed,MYO5A_HUMAN,MYO5A
Q5PSV4,reviewed,BRM1L_HUMAN,BRM1L
A0A0C4DH26,reviewed,KVD41_HUMAN,KVD41
Q8N323,reviewed,NXPE1_HUMAN,NXPE1
Q8TEQ8,reviewed,PIGO_HUMAN,PIGO
Q4KMG9,reviewed,TM52B_HUMAN,TM52B
Q15006,reviewed,EMC2_HUMAN,EMC2
Q9UKP4,reviewed,ATS7_HUMAN,ATS7
Q8IVN3,reviewed,MSTN1_HUMAN,MSTN1
Q96IL0,reviewed,COA8_HUMAN,COA8
O43257,reviewed,ZNHI1_HUMAN,ZNHI1
Q9UBU7,reviewed,DBF4A_HUMAN,DBF4A
Q9BY10,reviewed,S46A2_HUMAN,S46A2
P19099,reviewed,C11B2_HUMAN,C11B2
P35542,reviewed,SAA4_HUMAN,SAA4
Q9BVG9,reviewed,PTSS2_HUMAN,PTSS2
Q8IWV1,reviewed,LAX1_HUMAN,LAX1
Q96D21,reviewed,RHES_HUMAN,RHES
Q8IY63,reviewed,AMOL1_HUMAN,AMOL1
P18077,reviewed,RL35A_HUMAN,RL35A
P54727,reviewed,RD23B_HUMAN,RD23B
O94768,reviewed,ST17B_HUMAN,ST17B
Q8N5Z0,reviewed,AADAT_HUMAN,AADAT
P01762,reviewed,HV311_HUMAN,HV311
P19793,reviewed,RXRA_HUMAN,RXRA
Q9BWG6,reviewed,SCNM1_HUMAN,SCNM1
Q9UMR7,reviewed,CLC4A_HUMAN,CLC4A
O94929,reviewed,ABLM3_HUMAN,ABLM3
Q15007,reviewed,FL2D_HUMAN,FL2D
Q9H2X9,reviewed,S12A5_HUMAN,S12A5
Q8IZD6,reviewed,S22AF_HUMAN,S22AF
P50053,reviewed,KHK_HUMAN,KHK
Q8NHL6,reviewed,LIRB1_HUMAN,LIRB1
Q9UBU6,reviewed,FA8A1_HUMAN,FA8A1
Q0VAM2,reviewed,RGF1B_HUMAN,RGF1B
Q8N3V7,reviewed,SYNPO_HUMAN,SYNPO
Q5TEA6,reviewed,SE1L2_HUMAN,SE1L2
Q9NQA5,reviewed,TRPV5_HUMAN,TRPV5
Q7L9B9,reviewed,EEPD1_HUMAN,EEPD1
Q9H0U9,reviewed,TSYL1_HUMAN,TSYL1
O94769,reviewed,ECM2_HUMAN,ECM2
Q5W188,reviewed,CST9P_HUMAN,CST9P
P26718,reviewed,NKG2D_HUMAN,NKG2D
Q9HBI5,reviewed,CEP15_HUMAN,CEP15
Q15004,reviewed,PAF15_HUMAN,PAF15
P25490,reviewed,TYY1_HUMAN,TYY1
Q9H2X8,reviewed,I27L2_HUMAN,I27L2
Q8IZD9,reviewed,DOCK3_HUMAN,DOCK3
P50052,reviewed,AGTR2_HUMAN,AGTR2
Q9UKP6,reviewed,UR2R_HUMAN,UR2R
A0PJW8,reviewed,DAPL1_HUMAN,DAPL1
Q00266,reviewed,METK1_HUMAN,METK1
O43255,reviewed,SIAH2_HUMAN,SIAH2
Q9BY12,reviewed,SCAPE_HUMAN,SCAPE
Q8IWV7,reviewed,UBR1_HUMAN,UBR1
A0MZ66,reviewed,SHOT1_HUMAN,SHOT1
P18075,reviewed,BMP7_HUMAN,BMP7
P54725,reviewed,RD23A_HUMAN,RD23A
P36639,reviewed,8ODP_HUMAN,8ODP
Q9H0U6,reviewed,RM18_HUMAN,RM18
O94766,reviewed,B3GA3_HUMAN,B3GA3
P21757,reviewed,MSRE_HUMAN,MSRE
P05177,reviewed,CP1A2_HUMAN,CP1A2
Q9HBI6,reviewed,CP4FB_HUMAN,CP4FB
Q6P3S1,reviewed,DEN1B_HUMAN,DEN1B
P46089,reviewed,GPR3_HUMAN,GPR3
Q15005,reviewed,SPCS2_HUMAN,SPCS2
P53611,reviewed,PGTB2_HUMAN,PGTB2
O43252,reviewed,PAPS1_HUMAN,PAPS1
Q9NRY6,reviewed,PLS3_HUMAN,PLS3
Q9BY15,reviewed,AGRE3_HUMAN,AGRE3
Q86V24,reviewed,PAQR2_HUMAN,PAQR2
Q9BVG4,reviewed,PBDC1_HUMAN,PBDC1
Q8WU68,reviewed,U2AF4_HUMAN,U2AF4
Q9Y4I5,reviewed,MTL5_HUMAN,MTL5
P18074,reviewed,ERCC2_HUMAN,ERCC2
Q96JN8,reviewed,NEUL4_HUMAN,NEUL4
P21754,reviewed,ZP3_HUMAN,ZP3
Q8N5Z5,reviewed,KCD17_HUMAN,KCD17
Q2M2H8,reviewed,MGAL_HUMAN,MGAL
Q8WVI7,reviewed,PPR1C_HUMAN,PPR1C
Q9NRC1,reviewed,ST7_HUMAN,ST7
Q99633,reviewed,PRP18_HUMAN,PRP18
O00299,reviewed,CLIC1_HUMAN,CLIC1
A0PJW6,reviewed,TM223_HUMAN,TM223
Q9NRY7,reviewed,PLS2_HUMAN,PLS2
P07737,reviewed,PROF1_HUMAN,PROF1
Q9BY14,reviewed,TX101_HUMAN,TX101
Q86V25,reviewed,VASH2_HUMAN,VASH2
Q96RW7,reviewed,HMCN1_HUMAN,HMCN1
A4D2H0,reviewed,CTGEF_HUMAN,CTGEF
Q8N1V2,reviewed,CFA52_HUMAN,CFA52
Q86WH2,reviewed,RASF3_HUMAN,RASF3
Q9H0U4,reviewed,RAB1B_HUMAN,RAB1B
P30968,reviewed,GNRHR_HUMAN,GNRHR
P04798,reviewed,CP1A1_HUMAN,CP1A1
Q8WVI0,reviewed,UQCC5_HUMAN,UQCC5
Q9HBI0,reviewed,PARVG_HUMAN,PARVG
O00391,reviewed,QSOX1_HUMAN,QSOX1
Q15003,reviewed,CND2_HUMAN,CND2
Q9UKP3,reviewed,ITBP2_HUMAN,ITBP2
Q9GZS3,reviewed,SKI8_HUMAN,SKI8
P62487,reviewed,RPB7_HUMAN,RPB7
P51553,reviewed,IDH3G_HUMAN,IDH3G
Q99909,reviewed,SSX3_HUMAN,SSX3
Q9NRY4,reviewed,RHG35_HUMAN,RHG35
Q9UDY8,reviewed,MALT1_HUMAN,MALT1
Q00169,reviewed,PIPNA_HUMAN,PIPNA
Q16518,reviewed,RPE65_HUMAN,RPE65
P49685,reviewed,GPR15_HUMAN,GPR15
Q8WU66,reviewed,TSEAR_HUMAN,TSEAR
Q6J9G0,reviewed,STYK1_HUMAN,STYK1
Q9BUW7,reviewed,BBLN_HUMAN,BBLN
Q674R7,reviewed,ATG9B_HUMAN,ATG9B
Q9HBI1,reviewed,PARVB_HUMAN,PARVB
A0A1B0GUA9,reviewed,CM046_HUMAN,CM046
Q96N06,reviewed,SPT33_HUMAN,SPT33
Q9NVE7,reviewed,PANK4_HUMAN,PANK4
O43251,reviewed,RFOX2_HUMAN,RFOX2
Q9UBU9,reviewed,NXF1_HUMAN,NXF1
Q9NRY5,reviewed,F1142_HUMAN,F1142
P49682,reviewed,CXCR3_HUMAN,CXCR3
Q8WU67,reviewed,ABHD3_HUMAN,ABHD3
P69905,reviewed,HBA_HUMAN,HBA
Q2VY69,reviewed,ZN284_HUMAN,ZN284
O94762,reviewed,RECQ5_HUMAN,RECQ5
Q5GJ75,reviewed,TP8L3_HUMAN,TP8L3
Q14596,reviewed,NBR1_HUMAN,NBR1
Q9NZR2,reviewed,LRP1B_HUMAN,LRP1B
Q9NVE4,reviewed,CCD87_HUMAN,CCD87
Q5VZ89,reviewed,DEN4C_HUMAN,DEN4C
Q9GZS1,reviewed,RPA49_HUMAN,RPA49
Q9BTC0,reviewed,DIDO1_HUMAN,DIDO1
Q9UBU8,reviewed,MO4L1_HUMAN,MO4L1
Q9NRY2,reviewed,SOSSC_HUMAN,SOSSC
Q9BY19,reviewed,M4A8_HUMAN,M4A8
Q9Y2T4,reviewed,2ABG_HUMAN,2ABG
Q86V20,reviewed,SHLD2_HUMAN,SHLD2
Q38SD2,reviewed,LRRK1_HUMAN,LRRK1
Q6IN85,reviewed,P4R3A_HUMAN,P4R3A
P49683,reviewed,PRLHR_HUMAN,PRLHR
O60479,reviewed,DLX3_HUMAN,DLX3
Q9Y3T6,reviewed,R3HC1_HUMAN,R3HC1
O60861,reviewed,GAS7_HUMAN,GAS7
Q9NQA3,reviewed,WASH6_HUMAN,WASH6
Q9H0U3,reviewed,MAGT1_HUMAN,MAGT1
O94763,reviewed,RMP_HUMAN,RMP
B9A064,reviewed,IGLL5_HUMAN,IGLL5
P56545,reviewed,CTBP2_HUMAN,CTBP2
Q6P3S6,reviewed,FBX42_HUMAN,FBX42
Q9NZR1,reviewed,TMOD2_HUMAN,TMOD2
Q0VDF9,reviewed,HSP7E_HUMAN,HSP7E
Q9NVE5,reviewed,UBP40_HUMAN,UBP40
Q9GZS0,reviewed,DNAI2_HUMAN,DNAI2
P82921,reviewed,RT21_HUMAN,RT21
Q9Y2T5,reviewed,GPR52_HUMAN,GPR52
Q86V21,reviewed,AACS_HUMAN,AACS
Q6IN84,reviewed,MRM1_HUMAN,MRM1
P47775,reviewed,GPR12_HUMAN,GPR12
O60478,reviewed,G137B_HUMAN,G137B
Q15915,reviewed,ZIC1_HUMAN,ZIC1
A2PYH4,reviewed,HFM1_HUMAN,HFM1
Q8IZ13,reviewed,F200C_HUMAN,F200C
Q8WXC3,reviewed,PYDC1_HUMAN,PYDC1
O94760,reviewed,DDAH1_HUMAN,DDAH1
P29120,reviewed,NEC1_HUMAN,NEC1
A6NM76,reviewed,O6C76_HUMAN,O6C76
Q9NRC6,reviewed,SPTN5_HUMAN,SPTN5
Q96N03,reviewed,VTM2L_HUMAN,VTM2L
Q14667,reviewed,BLTP2_HUMAN,BLTP2
Q9Y2T6,reviewed,GPR55_HUMAN,GPR55
Q7L5D6,reviewed,GET4_HUMAN,GET4
P39210,reviewed,MPV17_HUMAN,MPV17
P05231,reviewed,IL6_HUMAN,IL6
Q8NEN0,reviewed,ARMC2_HUMAN,ARMC2
Q15916,reviewed,ZBTB6_HUMAN,ZBTB6
O94761,reviewed,RECQ4_HUMAN,RECQ4
Q8NH76,reviewed,O56B4_HUMAN,O56B4
P26441,reviewed,CNTF_HUMAN,CNTF
Q14593,reviewed,ZN273_HUMAN,ZN273
P47872,reviewed,SCTR_HUMAN,SCTR
P53618,reviewed,COPB_HUMAN,COPB
Q494V2,reviewed,CP100_HUMAN,CP100
Q96AH0,reviewed,SOSB2_HUMAN,SOSB2
Q9Y2T7,reviewed,YBOX2_HUMAN,YBOX2
P35548,reviewed,MSX2_HUMAN,MSX2
Q9BVG3,reviewed,TRI62_HUMAN,TRI62
P05230,reviewed,FGF1_HUMAN,FGF1
Q17R55,reviewed,F187B_HUMAN,F187B
P12429,reviewed,ANXA3_HUMAN,ANXA3
P26440,reviewed,IVD_HUMAN,IVD
O14579,reviewed,COPE_HUMAN,COPE
Q5TZF3,reviewed,ANR45_HUMAN,ANR45
Q14592,reviewed,ZN460_HUMAN,ZN460
P29122,reviewed,PCSK6_HUMAN,PCSK6
Q5VWT5,reviewed,FYB2_HUMAN,FYB2
P47871,reviewed,GLR_HUMAN,GLR
Q9NRC8,reviewed,SIR7_HUMAN,SIR7
Q6IAA8,reviewed,LTOR1_HUMAN,LTOR1
P35348,reviewed,ADA1A_HUMAN,ADA1A
A6NHN0,reviewed,OTOL1_HUMAN,OTOL1
P53805,reviewed,RCAN1_HUMAN,RCAN1
Q14669,reviewed,TRIPC_HUMAN,TRIPC
Q496A3,reviewed,SPAS1_HUMAN,SPAS1
P10768,reviewed,ESTD_HUMAN,ESTD
Q99853,reviewed,FOXB1_HUMAN,FOXB1
O15409,reviewed,FOXP2_HUMAN,FOXP2
Q15910,reviewed,EZH2_HUMAN,EZH2
Q8IZ16,reviewed,SACDR_HUMAN,SACDR
Q8WXC6,reviewed,CSN9_HUMAN,CSN9
Q5T848,reviewed,MGLYR_HUMAN,MGLYR
Q04917,reviewed,1433F_HUMAN,1433F
Q8NH74,reviewed,O10A6_HUMAN,O10A6
P26447,reviewed,S10A4_HUMAN,S10A4
O14578,reviewed,CTRO_HUMAN,CTRO
P43119,reviewed,PI2R_HUMAN,PI2R
P47870,reviewed,GBRB2_HUMAN,GBRB2
P15907,reviewed,SIAT1_HUMAN,SIAT1
Q9NRC9,reviewed,OTOR_HUMAN,OTOR
P53804,reviewed,TTC3_HUMAN,TTC3
Q5FYB0,reviewed,ARSJ_HUMAN,ARSJ
Q9BZL1,reviewed,UBL5_HUMAN,UBL5
Q8N8F6,reviewed,YIPF7_HUMAN,YIPF7
Q9Y2T1,reviewed,AXIN2_HUMAN,AXIN2
Q5U4N7,reviewed,GDAS1_HUMAN,GDAS1
Q15911,reviewed,ZFHX3_HUMAN,ZFHX3
O15504,reviewed,NUP42_HUMAN,NUP42
P0DKX0,reviewed,ZN728_HUMAN,ZN728
Q8NH73,reviewed,OR4S2_HUMAN,OR4S2
A6NN14,reviewed,ZN729_HUMAN,ZN729
P37802,reviewed,TAGL2_HUMAN,TAGL2
Q14590,reviewed,ZN235_HUMAN,ZN235
Q9NZR4,reviewed,VSX1_HUMAN,VSX1
A8MX76,reviewed,CAN14_HUMAN,CAN14
P60368,reviewed,KR102_HUMAN,KR102
A6NHN6,reviewed,NPB15_HUMAN,NPB15
P53803,reviewed,RPAB4_HUMAN,RPAB4
Q5T6V5,reviewed,QNG1_HUMAN,QNG1
O75558,reviewed,STX11_HUMAN,STX11
Q5FYB1,reviewed,ARSI_HUMAN,ARSI
Q8N8F7,reviewed,LSME1_HUMAN,LSME1
Q9Y2T2,reviewed,AP3M1_HUMAN,AP3M1
P33993,reviewed,MCM7_HUMAN,MCM7
P35244,reviewed,RFA3_HUMAN,RFA3
P41968,reviewed,MC3R_HUMAN,MC3R
Q6ZW61,reviewed,BBS12_HUMAN,BBS12
Q8NH72,reviewed,OR4C6_HUMAN,OR4C6
Q8NDF8,reviewed,PAPD5_HUMAN,PAPD5
Q15008,reviewed,PSMD6_HUMAN,PSMD6
Q5JS37,reviewed,NHLC3_HUMAN,NHLC3
Q15334,reviewed,L2GL1_HUMAN,L2GL1
P60369,reviewed,KR103_HUMAN,KR103
Q569G3,reviewed,CE047_HUMAN,CE047
Q5JYT7,reviewed,K1755_HUMAN,K1755
Q9BZL3,reviewed,SMIM3_HUMAN,SMIM3
P56856,reviewed,CLD18_HUMAN,CLD18
Q9Y2T3,reviewed,GUAD_HUMAN,GUAD
P33992,reviewed,MCM5_HUMAN,MCM5
P35247,reviewed,SFTPD_HUMAN,SFTPD
Q16513,reviewed,PKN2_HUMAN,PKN2
Q075Z2,reviewed,BSPH1_HUMAN,BSPH1
Q5TCQ9,reviewed,MAGI3_HUMAN,MAGI3
Q04912,reviewed,RON_HUMAN,RON
A1A4F0,reviewed,S66AL_HUMAN,S66AL
P53801,reviewed,PTTG_HUMAN,PTTG
Q99584,reviewed,S10AD_HUMAN,S10AD
Q14324,reviewed,MYPC2_HUMAN,MYPC2
Q8TBZ8,reviewed,ZN564_HUMAN,ZN564
P51861,reviewed,CDR1_HUMAN,CDR1
P16871,reviewed,IL7RA_HUMAN,IL7RA
P33991,reviewed,MCM4_HUMAN,MCM4
Q92793,reviewed,CBP_HUMAN,CBP
Q96NS5,reviewed,ASB16_HUMAN,ASB16
O15405,reviewed,TOX3_HUMAN,TOX3
Q16512,reviewed,PKN1_HUMAN,PKN1
O60869,reviewed,EDF1_HUMAN,EDF1
P01210,reviewed,PENK_HUMAN,PENK
Q6WRI0,reviewed,IGS10_HUMAN,IGS10
A8MUX0,reviewed,KR161_HUMAN,KR161
Q8NH70,reviewed,O4A16_HUMAN,O4A16
P43115,reviewed,PE2R3_HUMAN,PE2R3
P47874,reviewed,OMP_HUMAN,OMP
A0A1B0GUA7,reviewed,TEX51_HUMAN,TEX51
Q8NBH2,reviewed,KY_HUMAN,KY
Q99583,reviewed,MNT_HUMAN,MNT
Q8TBZ9,reviewed,TEX47_HUMAN,TEX47
P16870,reviewed,CBPE_HUMAN,CBPE
Q8NB16,reviewed,MLKL_HUMAN,MLKL
Q99856,reviewed,ARI3A_HUMAN,ARI3A
Q8N3F9,reviewed,G137C_HUMAN,G137C
P35241,reviewed,RADI_HUMAN,RADI
P36776,reviewed,LONM_HUMAN,LONM
O76094,reviewed,SRP72_HUMAN,SRP72
A0A2R8YED5,unreviewed,A0A2R8YED5_HUMAN,A0A2R8YED5
Q16515,reviewed,ASIC2_HUMAN,ASIC2
Q9UK32,reviewed,KS6A6_HUMAN,KS6A6
A6NC97,reviewed,ARB2P_HUMAN,ARB2P
Q9BXB5,reviewed,OSB10_HUMAN,OSB10
