drug_id,partner_id,gene_name,inhibitor,antagonist,agonist
DB01762,BE0004531,FAH,0,0,0
DB01763,BE0000008,NNT,0,0,0
DB01765,BE0001209,CSNK2A1,0,0,0
DB01766,BE0000230,YARS,0,0,0
DB01766,BE0003739,PIN1,0,0,0
DB01766,BE0000048,F2,0,0,0
DB01767,BE0001739,PRSS1,0,0,0
DB01767,BE0000048,F2,0,0,0
DB01771,BE0001739,PRSS1,0,0,0
DB01772,BE0001065,GSK3B,0,0,0
DB01776,BE0003491,INS,0,0,0
DB01777,BE0004584,AANAT,0,0,0
DB01780,BE0004570,YWHAE,0,0,0
DB01782,BE0001097,MAPK10,0,0,0
DB01782,BE0003789,MAPK8IP1,0,0,0
DB01782,BE0003790,MAPK8,0,0,0
DB01782,BE0003791,TTK,0,0,0
DB01784,BE0000322,CA2,0,0,0
DB01785,BE0000776,FDPS,0,0,0
DB01785,BE0004044,IDI1,0,0,0
DB01790,BE0003425,PRKAR1A,0,0,0
DB01791,BE0001133,PDE4A,0,0,0
DB01791,BE0000487,PDE4B,0,0,0
DB01791,BE0002353,PDE4C,0,0,0
DB01791,BE0001287,PDE4D,0,0,0
DB01793,BE0001065,GSK3B,0,0,0
DB01800,BE0003195,ARSA,0,0,0
DB01805,BE0004529,PRSS2,0,0,0
DB01805,BE0001739,PRSS1,0,0,0
DB01805,BE0000426,ACHE,0,0,0
DB01807,BE0001019,MAPK14,0,0,0
DB01809,BE0001424,HCK,0,0,0
DB01809,BE0002411,RET,0,0,0
DB01810,BE0001504,CTSF,0,0,0
DB01811,BE0000994,LTF,0,0,0
DB01812,BE0004436,HS3ST1,0,0,0
DB01812,BE0001264,SULT2B1,0,0,0
DB01812,BE0001306,RNASE2,0,0,0
DB01812,BE0000927,SULT1A1,0,0,0
DB01812,BE0001541,HS3ST3A1,0,0,0
DB01812,BE0003317,RNASE1,0,0,0
DB01812,BE0000886,SULT2A1,0,0,0
DB01812,BE0000951,SULT1E1,0,0,0
DB01812,BE0002559,NDST1,0,0,0
DB01812,BE0002561,SULT1B1,0,0,0
DB01818,BE0004482,MBL2,0,0,0
DB01819,BE0004460,ENO3,0,0,0
DB01819,BE0000906,PCK1,0,0,0
DB01820,BE0000623,PTPN1,0,0,0
DB01821,BE0000263,NOS3,0,0,0
DB01821,BE0000067,NOS1,0,0,0
DB01823,BE0000916,PYGM,0,0,0
DB01826,BE0004467,MB,0,0,0
DB01827,BE0001353,LGALS3,0,0,0
DB01830,BE0000842,LCK,0,0,0
DB01831,BE0000228,WARS,0,0,0
DB01832,BE0004531,FAH,0,0,0
DB01833,BE0000263,NOS3,0,0,0
DB01834,BE0000814,GSTP1,0,0,0
DB01834,BE0000807,GSTM1,0,0,0
DB01835,BE0000005,NOS2,0,0,0
DB01836,BE0001739,PRSS1,0,0,0
DB01837,BE0000017,PTGS1,0,0,0
DB01839,BE0000004,F13A1,0,0,0
DB01840,BE0004496,ISYNA1,0,0,0
DB01842,BE0003317,RNASE1,0,0,0
DB01843,BE0000916,PYGM,0,0,0
DB01844,BE0003758,CELA1,0,0,0
DB01844,BE0000270,REN,0,0,0
DB01851,BE0003836,IGKC,0,0,0
DB01852,BE0004151,UGT3A1,0,0,0
DB01854,BE0000931,ART1,0,0,0
DB01858,BE0003417,CTSK,0,0,0
DB01860,BE0004515,PAPOLA,0,0,0
DB01861,BE0004498,GYG1,0,0,0
DB01861,BE0001521,GALE,0,0,0
DB01861,BE0004501,GLT6D1,0,0,0
DB01863,BE0000428,AKT1,0,0,0
DB01863,BE0001278,PLEKHA4,0,0,0
DB01863,BE0001284,BTK,0,0,0
DB01863,BE0001300,DAPP1,0,0,0
DB01863,BE0001627,ITPKA,0,0,0
DB01863,BE0002654,CYTH2,0,0,0
DB01863,BE0004433,CYTH3,0,0,0
DB01863,BE0001193,PDPK1,0,0,0
DB01864,BE0004242,ARF6,0,0,0
DB01864,BE0001273,TGM3,0,0,0
DB01864,BE0004558,RAB11A,0,0,0
DB01866,BE0000838,SRC,0,0,0
DB01870,BE0004457,AMY2B,0,0,0
DB01871,BE0001504,CTSF,0,0,0
DB01873,BE0001425,TUBA3C,0,0,0
DB01873,BE0000143,TUBB,0,0,0
DB01873,BE0000026,TUBB1,0,0,0
DB01873,BE0001367,TUBB4B,0,0,0
DB01873,BE0001408,TUBB4A,0,0,0
DB01873,BE0001391,TUBA4A,0,0,0
DB01873,BE0001415,TUBB3,0,0,0
DB01873,BE0001388,TUBA1C,0,0,0
DB01873,BE0001359,TUBA8,0,0,0
DB01873,BE0001275,TUBA1B,0,0,0
DB01873,BE0001340,TUBA1A,0,0,0
DB01876,BE0001739,PRSS1,0,0,0
DB01877,BE0001116,MMP3,0,0,0
DB01878,BE0000123,ESR1,0,0,0
DB01878,BE0000792,ESR2,0,0,0
DB01880,BE0001855,MIF,0,0,0
DB01884,BE0000854,DPP4,0,0,0
DB01888,BE0001072,CDK2,0,0,0
DB01889,BE0003848,NR1I3,0,0,0
DB01890,BE0003418,IGF1,0,0,0
DB01890,BE0000071,PPARA,0,0,0
DB01892,BE0000017,PTGS1,1,0,0
DB01892,BE0000956,NR1I2,0,0,0
DB01892,BE0000248,ALOX5,1,0,0
DB01893,BE0000838,SRC,0,0,0
DB01897,BE0001167,HPGDS,0,0,0
DB01901,BE0000689,FGF1,0,0,0
DB01901,BE0000748,FGFR2,0,0,0
DB01902,BE0004508,NSF,0,0,0
DB01902,BE0004574,ERO1B,0,0,0
DB01905,BE0001739,PRSS1,0,0,0
DB01905,BE0000895,PLAU,0,0,0
DB01908,BE0000838,SRC,0,0,0
DB01915,BE0003455,C3,0,0,0
DB01915,BE0000814,GSTP1,0,0,0
DB01915,BE0001317,ACAT2,0,0,0
DB01915,BE0002281,GSTA1,0,0,0
DB01915,BE0004171,PMP2,0,0,0
DB01917,BE0000404,ODC1,0,0,0
DB01917,BE0000101,AMD1,0,0,0
DB01917,BE0000172,ADRB1,0,0,0
DB01917,BE0000694,ADRB2,0,0,0
DB01919,BE0003761,PRKACA,0,0,0
DB01922,BE0002639,AMY2A,0,0,0
DB01926,BE0001084,LCN2,0,0,0
DB01927,BE0001184,NQO1,0,0,0
DB01929,BE0004001,DHFRL1,0,0,0
DB01931,BE0000365,GRIN1,0,0,0
DB01933,BE0001193,PDPK1,0,0,0
DB01939,BE0001739,PRSS1,0,0,0
DB01940,BE0003761,PRKACA,0,0,0
DB01941,BE0000078,RXRB,0,0,0
DB01942,BE0000735,HMOX1,0,0,0
DB01942,BE0003317,RNASE1,0,0,0
DB01942,BE0002624,CTBP1,0,0,0
DB01942,BE0002641,CASK,0,0,0
DB01942,BE0004623,GGACT,0,0,0
DB01942,BE0004470,PVALB,0,0,0
DB01942,BE0004569,ACYP2,0,0,0
DB01942,BE0000067,NOS1,0,0,0
DB01942,BE0002652,GPHN,0,0,0
DB01942,BE0002654,CYTH2,0,0,0
DB01942,BE0000689,FGF1,0,0,0
DB01942,BE0000322,CA2,0,0,0
DB01944,BE0003893,MYH14,0,0,0
DB01946,BE0001193,PDPK1,0,0,0
DB01946,BE0003890,DMPK,0,0,0
DB01947,BE0000838,SRC,0,0,0
DB01948,BE0001019,MAPK14,0,0,0
DB01949,BE0000058,MMP9,0,0,0
DB01950,BE0001065,GSK3B,0,0,0
DB01951,BE0000695,FKBP1A,0,0,0
DB01953,BE0001019,MAPK14,0,0,0
DB01954,BE0001287,PDE4D,0,0,0
DB01954,BE0000487,PDE4B,0,0,0
DB01955,BE0001414,MAN1B1,0,0,0
DB01955,BE0001640,PLA2G2A,0,0,0
DB01955,BE0003768,PLA2G2E,0,0,0
DB01956,BE0000433,GLRA1,0,0,1
DB01956,BE0000417,GRIN2B,1,0,0
DB01956,BE0000745,GLRA2,0,0,1
DB01956,BE0000414,GLRA3,0,0,1
DB01956,BE0004797,GABRA1,0,0,1
DB01956,BE0000217,GABBR1,0,0,1
DB01958,BE0004001,DHFRL1,0,0,0
DB01959,BE0000487,PDE4B,0,0,0
DB01959,BE0001287,PDE4D,0,0,0
DB01960,BE0001215,DCPS,0,0,0
DB01960,BE0000957,EIF4E,0,0,0
DB01961,BE0003317,RNASE1,0,0,0
DB01962,BE0001424,HCK,0,0,0
DB01962,BE0000838,SRC,0,0,0
DB01962,BE0000453,KIT,0,0,0
DB01963,BE0003531,CTRB1,0,0,0
DB01964,BE0000322,CA2,0,0,0
DB01966,BE0001175,PSAP,0,0,0
DB01969,BE0004459,CS,0,0,0
DB01970,BE0001223,PDE3B,0,0,0
DB01972,BE0002351,GUK1,0,0,0
DB01972,BE0004524,DLG4,0,0,0
DB01972,BE0001376,GMPR,0,0,0
DB01972,BE0000182,PDE5A,0,0,0
DB01972,BE0001473,HINT1,0,0,0
DB01972,BE0001240,ATIC,0,0,0
DB01972,BE0001273,TGM3,0,0,0
DB01973,BE0004529,PRSS2,0,0,0
DB01977,BE0000895,PLAU,0,0,0
DB01979,BE0004482,MBL2,0,0,0
DB01983,BE0000286,ARG1,0,0,0
DB01988,BE0001019,MAPK14,0,0,0
DB01989,BE0004479,TLL2,0,0,0
DB01990,BE0004545,RORA,0,0,0
DB01992,BE0004476,DBI,0,0,0
DB01992,BE0000496,CRAT,0,0,0
DB01992,BE0000574,HMGCR,0,0,0
DB01992,BE0004578,KAT5,0,0,0
DB01992,BE0001317,ACAT2,0,0,0
DB01992,BE0004459,CS,0,0,0
DB01992,BE0004583,KAT2A,0,0,0
DB01992,BE0002683,KAT2B,0,0,0
DB01996,BE0000966,MMP13,0,0,0
DB01996,BE0001116,MMP3,0,0,0
DB01997,BE0000263,NOS3,0,0,0
DB01997,BE0000067,NOS1,0,0,0
DB01997,BE0000005,NOS2,0,0,0
DB01998,BE0000952,SERPINA1,0,0,0
DB02001,BE0004001,DHFRL1,0,0,0
DB02004,BE0000854,DPP4,0,0,0
DB02007,BE0001108,HK1,0,0,0
DB02007,BE0000916,PYGM,0,0,0
DB02007,BE0001199,GPI,0,0,0
DB02007,BE0000747,AKR1B1,0,0,0
DB02008,BE0000906,PCK1,0,0,0
DB02010,BE0000842,LCK,0,0,0
DB02010,BE0001277,PIM1,0,0,0
DB02010,BE0001341,ITK,0,0,0
DB02010,BE0001316,SYK,0,0,0
DB02010,BE0001373,MAPKAPK2,0,0,0
DB02010,BE0001065,GSK3B,0,0,0
DB02010,BE0001356,CSK,0,0,0
DB02010,BE0001072,CDK2,0,0,0
DB02010,BE0001315,PIK3CG,0,0,0
DB02010,BE0001193,PDPK1,0,0,0
DB02010,BE0001385,PRKCQ,0,0,0
DB02010,BE0001312,ZAP70,0,0,0
DB02010,BE0000092,CHRM1,0,0,0
DB02011,BE0000306,OTC,0,0,0
DB02014,BE0000623,PTPN1,0,0,0
DB02016,BE0001466,LSS,0,0,0
DB02018,BE0001474,TPSB2,0,0,0
DB02020,BE0000747,AKR1B1,0,0,0
DB02021,BE0000747,AKR1B1,1,0,0
DB02021,BE0004353,AKR1B10,1,0,0
DB02027,BE0000263,NOS3,0,0,0
DB02027,BE0000067,NOS1,0,0,0
DB02028,BE0004544,TUB,0,0,0
DB02029,BE0000950,EPHX2,0,0,0
DB02032,BE0000221,ACE,0,0,0
DB02034,BE0003505,MAN2A1,0,0,0
DB02035,BE0004538,PPT1,0,0,0
DB02039,BE0004578,KAT5,0,0,0
DB02044,BE0000263,NOS3,0,0,0
DB02044,BE0000005,NOS2,0,0,0
DB02044,BE0000067,NOS1,0,0,0
DB02045,BE0001739,PRSS1,0,0,0
DB02046,BE0003872,ADAM28,0,0,0
DB02047,BE0000017,PTGS1,0,0,0
DB02048,BE0000263,NOS3,0,0,0
DB02049,BE0000966,MMP13,0,0,0
DB02052,BE0000890,CDK5,1,0,0
DB02052,BE0001082,CDK1,0,0,0
DB02052,BE0001065,GSK3B,0,0,0
DB02052,BE0003819,CDK5R1,0,0,0
DB02052,BE0001072,CDK2,1,0,0
DB02052,BE0003721,AHR,0,0,1
DB02054,BE0000424,OAT,0,0,0
DB02056,BE0000592,AKR1C3,0,0,0
DB02056,BE0003561,PTGDR2,0,0,0
DB02057,BE0000829,GRIA2,0,0,0
DB02058,BE0000748,FGFR2,0,0,0
DB02058,BE0002131,FGFR1,0,0,0
DB02059,BE0004281,EEF2,0,0,0
DB02059,BE0000542,GAPDH,0,0,0
DB02059,BE0003362,SIRT5,0,0,0
DB02059,BE0004547,SIRT3,0,0,0
DB02062,BE0000266,MME,0,0,0
DB02062,BE0001680,LTA4H,0,0,0
DB02063,BE0001739,PRSS1,0,0,0
DB02067,BE0000331,SHMT1,0,0,0
DB02068,BE0000347,GATM,0,0,0
DB02068,BE0000050,ALAD,0,0,0
DB02069,BE0000322,CA2,0,0,0
DB02071,BE0000966,MMP13,0,0,0
DB02072,BE0000623,PTPN1,0,0,0
DB02073,BE0000735,HMOX1,0,0,0
DB02073,BE0004467,MB,0,0,0
DB02073,BE0000595,BLVRB,0,0,0
DB02076,BE0003559,PGD,0,0,0
DB02076,BE0001199,GPI,0,0,0
DB02077,BE0000263,NOS3,0,0,0
DB02077,BE0000067,NOS1,0,0,0
DB02078,BE0004295,PFN2,0,0,0
DB02078,BE0000839,FYN,0,0,0
DB02078,BE0001399,PPIF,0,0,0
DB02079,BE0000316,AGXT,0,0,0
DB02080,BE0001640,PLA2G2A,0,0,0
DB02081,BE0001739,PRSS1,0,0,0
DB02082,BE0004478,RAB8B,0,0,0
DB02084,BE0001739,PRSS1,0,0,0
DB02087,BE0000322,CA2,0,0,0
DB02089,BE0000007,PYGL,0,0,0
DB02090,BE0001116,MMP3,0,0,0
DB02091,BE0001072,CDK2,0,0,0
DB02091,BE0003734,CCNA2,0,0,0
DB02093,BE0001199,GPI,0,0,0
DB02095,BE0002196,MAOB,0,0,0
DB02096,BE0002214,ADA,0,0,0
DB02097,BE0001480,UCK2,0,0,0
DB02098,BE0000908,RNASE3,0,0,0
DB02098,BE0003317,RNASE1,0,0,0
DB02098,BE0001306,RNASE2,0,0,0
DB02101,BE0000747,AKR1B1,0,0,0
DB02103,BE0001165,HSP90B1,0,0,0
DB02104,BE0000330,DHFR,0,0,0
DB02105,BE0002089,COMT,0,0,0
DB02106,BE0000315,THRB,0,0,0
DB02107,BE0004563,SPINK6,0,0,0
DB02108,BE0000939,CTSB,0,0,0
DB02109,BE0002231,ADSSL1,0,0,0
DB02110,BE0000017,PTGS1,0,0,0
DB02110,BE0001009,CYCS,0,0,0
DB02112,BE0001739,PRSS1,0,0,0
DB02114,BE0003758,CELA1,0,0,0
DB02115,BE0000133,ALDH2,0,0,0
DB02116,BE0001072,CDK2,1,0,0
DB02116,BE0000890,CDK5,1,0,0
DB02116,BE0001082,CDK1,0,0,0
DB02116,BE0000923,MAPK1,0,0,0
DB02118,BE0001198,MMP12,0,0,0
DB02126,BE0000130,HBA1,0,0,0
DB02126,BE0000629,HBB,0,0,0
DB02131,BE0000465,ADH1C,0,0,0
DB02132,BE0000747,AKR1B1,0,0,0
DB02140,BE0003970,CTSH,0,0,0
DB02141,BE0000263,NOS3,0,0,0
DB02142,BE0000273,CCBL1,0,0,0
DB02142,BE0000721,BCAT2,0,0,0
DB02143,BE0000067,NOS1,0,0,0
DB02144,BE0001505,PITPNA,0,0,0
DB02148,BE0000939,CTSB,0,0,0
DB02152,BE0000915,MET,0,0,0
DB02152,BE0000870,MAP2K1,0,0,0
DB02153,BE0004515,PAPOLA,0,0,0
DB02153,BE0000648,GSR,0,0,0
DB02153,BE0001972,PRDX2,0,0,0
DB02155,BE0003761,PRKACA,0,0,0
DB02158,BE0001128,MTAP,0,0,0
DB02159,BE0003751,LYZ,0,0,0
DB02161,BE0002705,CES1,0,0,0
DB02162,BE0001473,HINT1,0,0,0
DB02164,BE0003766,HAO1,0,0,0
DB02165,BE0000807,GSTM1,0,0,0
DB02166,BE0000426,ACHE,0,0,0
DB02169,BE0001447,PPP1CC,0,0,0
DB02170,BE0001209,CSNK2A1,0,0,0
DB02175,BE0000838,SRC,0,0,0
DB02175,BE0002708,SNRPA,0,0,0
DB02177,BE0000516,ITGAL,0,0,0
DB02180,BE0003780,NMT2,0,0,0
DB02181,BE0003106,NME1,0,0,0
DB02183,BE0001473,HINT1,0,0,0
DB02185,BE0004111,LCTL,0,0,0
DB02187,BE0000194,HSD17B1,0,0,0
DB02187,BE0000123,ESR1,0,0,0
DB02189,BE0004486,DNTT,0,0,0
DB02195,BE0001019,MAPK14,0,0,0
DB02196,BE0004629,EXTL2,0,0,0
DB02196,BE0001429,UAP1,0,0,0
DB02196,BE0001521,GALE,0,0,0
DB02196,BE0000214,ABO,0,0,0
DB02197,BE0001072,CDK2,0,0,0
DB02198,BE0000017,PTGS1,0,0,0
DB02201,BE0004444,SDF2,0,0,0
DB02205,BE0000720,GAPDHS,0,0,0
DB02207,BE0000263,NOS3,0,0,0
DB02207,BE0000005,NOS2,0,0,0
DB02209,BE0000404,ODC1,0,0,0
DB02210,BE0001076,HRAS,0,0,0
DB02210,BE0000794,NR3C1,0,0,0
DB02210,BE0003997,PLA2G1B,0,0,0
DB02211,BE0002196,MAOB,0,0,0
DB02215,BE0003872,ADAM28,0,0,0
DB02216,BE0000941,CTSD,0,0,0
DB02216,BE0001145,MGMT,0,0,0
DB02217,BE0001515,NT5M,0,0,0
DB02218,BE0002639,AMY2A,0,0,0
DB02218,BE0004457,AMY2B,0,0,0
DB02220,BE0000322,CA2,0,0,0
DB02221,BE0000322,CA2,0,0,0
DB02222,BE0000250,PNP,0,0,0
DB02226,BE0000426,ACHE,0,0,0
DB02230,BE0000250,PNP,0,0,0
DB02234,BE0000005,NOS2,0,0,0
DB02234,BE0000263,NOS3,0,0,0
DB02235,BE0003392,APP,0,0,0
DB02236,BE0000882,GART,0,0,0
DB02239,BE0000050,ALAD,0,0,0
DB02243,BE0001504,CTSF,0,0,0
DB02249,BE0000465,ADH1C,0,0,0
DB02255,BE0003872,ADAM28,0,0,0
DB02255,BE0004104,ACAN,0,0,0
DB02258,BE0000144,RARG,0,0,0
DB02259,BE0000623,PTPN1,0,0,0
DB02260,BE0000050,ALAD,0,0,0
DB02261,BE0001432,GM2A,0,0,0
DB02261,BE0005561,PTAFR,0,0,0
DB02262,BE0000382,DHODH,0,0,0
DB02264,BE0000689,FGF1,0,0,0
DB02264,BE0001121,HGF,0,0,0
DB02264,BE0001541,HS3ST3A1,0,0,0
DB02266,BE0000262,PTGS2,0,0,0
DB02266,BE0000017,PTGS1,0,0,0
DB02266,BE0000592,AKR1C3,0,0,0
DB02266,BE0000132,AR,0,0,0
DB02266,BE0000071,PPARA,0,0,0
DB02266,BE0000215,PPARG,0,0,1
DB02267,BE0000520,ASL,0,0,0
DB02269,BE0001739,PRSS1,0,0,0
DB02271,BE0003780,NMT2,0,0,0
DB02272,BE0000050,ALAD,0,0,0
DB02277,BE0001019,MAPK14,0,0,0
DB02279,BE0003766,HAO1,0,0,0
DB02281,BE0001128,MTAP,0,0,0
DB02282,BE0001128,MTAP,0,0,0
DB02285,BE0000085,FTL,0,0,0
DB02287,BE0000048,F2,0,0,0
DB02287,BE0001739,PRSS1,0,0,0
DB02287,BE0000895,PLAU,0,0,0
DB02288,BE0001739,PRSS1,0,0,0
DB02292,BE0000322,CA2,0,0,0
DB02292,BE0001197,STS,1,0,0
DB02296,BE0000270,REN,0,0,0
DB02297,BE0001072,CDK2,0,0,0
DB02299,BE0004502,KCNA4,0,0,0
DB02300,BE0000779,VDR,0,1,0
DB02303,BE0000960,DPYD,0,0,0
DB02306,BE0000935,PCTP,0,0,0
DB02308,BE0001583,PRSS3,0,0,0
DB02309,BE0001240,ATIC,0,0,0
DB02309,BE0000077,HPRT1,0,0,0
DB02310,BE0001534,METAP2,0,0,0
DB02311,BE0000695,FKBP1A,0,0,0
DB02315,BE0002085,PDE2A,0,0,0
DB02315,BE0004631,HCN2,0,0,0
DB02315,BE0003425,PRKAR1A,0,0,0
DB02318,BE0003505,MAN2A1,0,0,0
DB02320,BE0000916,PYGM,0,0,0
DB02320,BE0000007,PYGL,0,0,0
DB02322,BE0000975,CCL5,0,0,0
DB02323,BE0000194,HSD17B1,0,0,0
DB02325,BE0004440,RNGTT,0,0,0
DB02325,BE0004626,ADI1,0,0,0
DB02325,BE0001055,GCH1,0,0,0
DB02325,BE0002723,GDF5,0,0,0
DB02325,BE0003317,RNASE1,0,0,0
DB02325,BE0004529,PRSS2,0,0,0
DB02325,BE0001640,PLA2G2A,0,0,0
DB02325,BE0001432,GM2A,0,0,0
DB02325,BE0001058,CHIT1,0,0,0
DB02325,BE0000869,DCXR,0,0,0
DB02325,BE0004641,PRDX6,0,0,0
DB02325,BE0000704,TNF,0,0,0
DB02325,BE0004487,ACP5,0,0,0
DB02325,BE0001684,AHCY,0,0,0
DB02325,BE0004598,DDX39B,0,0,0
DB02326,BE0001182,MMP8,0,0,0
DB02328,BE0000791,CTH,0,0,0
DB02329,BE0000329,HSD11B1,1,0,0
DB02335,BE0000263,NOS3,0,0,0
DB02336,BE0000838,SRC,0,0,0
DB02337,BE0000845,BHMT,0,0,0
DB02338,BE0001979,TXNRD1,0,0,0
DB02338,BE0000960,DPYD,0,0,0
DB02338,BE0000073,AASS,0,0,0
DB02340,BE0000004,F13A1,0,0,0
DB02341,BE0003758,CELA1,0,0,0
DB02341,BE0000394,ELANE,0,0,0
DB02342,BE0002374,HIF1A,0,0,0
DB02342,BE0002089,COMT,0,0,0
DB02342,BE0003543,CYP1A1,0,0,0
DB02342,BE0001111,CYP1B1,0,0,0
DB02342,BE0002090,CYP19A1,0,0,0
DB02343,BE0000426,ACHE,0,0,0
DB02345,BE0004543,CAMP,0,0,0
DB02345,BE0003106,NME1,0,0,0
DB02347,BE0000829,GRIA2,0,0,0
DB02348,BE0000916,PYGM,0,0,0
DB02350,BE0001116,MMP3,0,0,0
DB02352,BE0001019,MAPK14,0,0,0
DB02352,BE0001680,LTA4H,0,0,0
DB02353,BE0000975,CCL5,0,0,0
DB02354,BE0001739,PRSS1,0,0,0
DB02358,BE0000617,MTHFD1,0,0,0
DB02359,BE0001120,HSP90AA1,0,0,0
DB02360,BE0001010,CTSG,0,0,0
DB02363,BE0003317,RNASE1,0,0,0
DB02366,BE0001739,PRSS1,0,0,0
DB02367,BE0001116,MMP3,0,0,0
DB02371,BE0001529,C1S,0,0,0
DB02373,BE0001687,FHIT,0,0,0
DB02375,BE0001315,PIK3CG,0,0,0
DB02375,BE0004145,JAK1,0,0,0
DB02376,BE0004338,LCT,0,0,0
DB02377,BE0000250,PNP,0,0,0
DB02377,BE0001055,GCH1,1,0,0
DB02378,BE0000988,BACE1,0,0,0
DB02379,BE0000916,PYGM,0,0,0
DB02379,BE0001056,GCK,0,0,0
DB02379,BE0004501,GLT6D1,0,0,0
DB02379,BE0001567,GNPDA1,0,0,0
DB02379,BE0001935,NUDT9,0,0,0
DB02379,BE0004581,SMARCA5,0,0,0
DB02379,BE0001671,AMY1A,0,0,0
DB02379,BE0004512,NCAN,0,0,0
DB02379,BE0004111,LCTL,0,0,0
DB02379,BE0002639,AMY2A,0,0,0
DB02379,BE0004492,KRTAP5-2,0,0,0
DB02379,BE0004592,SIGLEC1,0,0,0
DB02379,BE0004467,MB,0,0,0
DB02379,BE0003247,LGALS2,0,0,0
DB02379,BE0000017,PTGS1,0,0,0
DB02379,BE0001108,HK1,0,0,0
DB02379,BE0001008,LGALS7,0,0,0
DB02379,BE0004472,KRTAP5-3,0,0,0
DB02379,BE0004457,AMY2B,0,0,0
DB02379,BE0000007,PYGL,0,0,0
DB02379,BE0001107,SFTPD,0,0,0
DB02379,BE0000926,IFNB1,0,0,0
DB02381,BE0000286,ARG1,0,0,0
DB02383,BE0000747,AKR1B1,1,0,0
DB02383,BE0004352,AKR1A1,0,0,0
DB02383,BE0004353,AKR1B10,0,0,0
DB02386,BE0003882,LAP3,0,0,0
DB02388,BE0001097,MAPK10,0,0,0
DB02391,BE0000250,PNP,0,0,0
DB02393,BE0001073,PFKFB1,0,0,0
DB02395,BE0001184,NQO1,0,0,0
DB02396,BE0004467,MB,0,0,0
DB02398,BE0000895,PLAU,0,0,0
DB02400,BE0001184,NQO1,0,0,0
DB02401,BE0000068,LDHB,0,0,0
DB02402,BE0004001,DHFRL1,0,0,0
DB02404,BE0000426,ACHE,0,0,0
DB02405,BE0003957,PAEP,0,0,0
DB02407,BE0001072,CDK2,0,0,0
DB02407,BE0003734,CCNA2,0,0,0
DB02418,BE0004530,UBE2D2,0,0,0
DB02419,BE0001014,PPIA,0,0,0
DB02420,BE0000623,PTPN1,0,0,0
DB02422,BE0001414,MAN1B1,0,0,0
DB02424,BE0001898,HSP90AB1,0,0,0
DB02424,BE0001120,HSP90AA1,0,0,0
DB02424,BE0001165,HSP90B1,1,0,0
DB02426,BE0000599,SLC25A4,0,0,0
DB02427,BE0000330,DHFR,0,0,0
DB02429,BE0000322,CA2,0,0,0
DB02431,BE0001480,UCK2,0,0,0
DB02432,BE0000838,SRC,0,0,0
DB02435,BE0001739,PRSS1,0,0,0
DB02436,BE0000623,PTPN1,0,0,0
DB02445,BE0001567,GNPDA1,0,0,0
DB02447,BE0000916,PYGM,0,0,0
DB02448,BE0001640,PLA2G2A,0,0,0
DB02448,BE0003997,PLA2G1B,0,0,0
DB02448,BE0003768,PLA2G2E,0,0,0
DB02449,BE0001116,MMP3,0,0,0
DB02451,BE0001200,RHO,0,0,0
DB02451,BE0000880,AQP1,0,0,0
DB02451,BE0003898,CLPS,0,0,0
DB02451,BE0000683,PNLIP,0,0,0
DB02451,BE0003901,MIP,0,0,0
DB02451,BE0001028,KCNJ3,0,0,0
DB02452,BE0004639,TK2,0,0,0
DB02452,BE0001260,TK1,0,0,0
DB02457,BE0003620,LIPF,0,0,0
DB02458,BE0000807,GSTM1,0,0,0
DB02458,BE0001189,GSTM2,0,0,0
DB02459,BE0001701,CFB,0,0,0
DB02462,BE0000005,NOS2,0,0,0
DB02463,BE0001739,PRSS1,0,0,0
DB02464,BE0004529,PRSS2,0,0,0
DB02464,BE0001739,PRSS1,0,0,0
DB02465,BE0002194,FAAH,0,0,0
DB02466,BE0000144,RARG,0,0,0
DB02467,BE0004533,RAB5A,0,0,0
DB02468,BE0000735,HMOX1,0,0,0
DB02471,BE0004338,LCT,0,0,0
DB02471,BE0000916,PYGM,0,0,0
DB02471,BE0004111,LCTL,0,0,0
DB02472,BE0002214,ADA,0,0,0
DB02473,BE0000895,PLAU,0,0,0
DB02479,BE0000322,CA2,0,0,0
DB02481,BE0000400,ADH1B,0,0,0
DB02482,BE0001200,RHO,0,0,0
DB02482,BE0003761,PRKACA,0,0,0
DB02482,BE0004475,PRKACB,0,0,0
DB02482,BE0001913,CDK7,0,0,0
DB02482,BE0002789,S100A11,0,0,0
DB02482,BE0002790,MAPK12,0,0,0
DB02482,BE0001385,PRKCQ,0,0,0
DB02482,BE0000991,AURKA,0,0,0
DB02482,BE0000923,MAPK1,0,0,0
DB02483,BE0000425,LDHA,0,0,0
DB02483,BE0001241,BST1,0,0,0
DB02485,BE0004564,CMAS,0,0,0
DB02486,BE0002281,GSTA1,0,0,0
DB02490,BE0000714,CKM,0,0,0
DB02491,BE0000748,FGFR2,0,0,0
DB02492,BE0003505,MAN2A1,0,0,0
DB02494,BE0003823,RPL10L,0,0,0
DB02494,BE0003824,RPL13A,0,0,0
DB02494,BE0003825,RPL23,0,0,0
DB02494,BE0003826,RPL15,0,0,0
DB02494,BE0003827,RPL19,0,0,0
DB02494,BE0003828,RPL23A,0,0,0
DB02494,BE0003829,RSL24D1,0,0,0
DB02494,BE0003830,RPL26L1,0,0,0
DB02494,BE0003831,RPL8,0,0,0
DB02494,BE0003832,RPL37,0,0,0
DB02494,BE0003833,RPL3,0,0,0
DB02494,BE0003834,RPL11,0,0,0
