drug_id,partner_id,gene_name,inhibitor,antagonist,agonist
DB00683,BE0000764,GABRA6,0,0,0
DB00685,BE0000742,TOP2A,1,0,0
DB00686,BE0001015,FGF2,0,1,0
DB00686,BE0000689,FGF1,0,1,0
DB00686,BE0000326,FGF4,1,0,0
DB00687,BE0000668,NR3C2,0,0,1
DB00687,BE0000794,NR3C1,0,0,1
DB00688,BE0000761,IMPDH1,1,0,0
DB00688,BE0000722,IMPDH2,1,0,0
DB00688,BE0004520,PTS,1,0,0
DB00690,BE0000795,GABRA1,0,0,0
DB00690,BE0000381,GABRA2,0,0,0
DB00690,BE0000523,GABRA3,0,0,0
DB00690,BE0000478,GABRA4,0,0,0
DB00690,BE0000471,GABRA5,0,0,0
DB00690,BE0000764,GABRA6,0,0,0
DB00690,BE0002344,GABRB1,0,0,0
DB00690,BE0002346,GABRB2,0,0,0
DB00690,BE0002345,GABRB3,0,0,0
DB00690,BE0003593,GABRG1,0,0,0
DB00690,BE0003592,GABRG2,0,0,0
DB00690,BE0003594,GABRG3,0,0,0
DB00690,BE0003599,GABRD,0,0,0
DB00690,BE0003595,GABRE,0,0,0
DB00690,BE0003596,GABRP,0,0,0
DB00690,BE0000129,GABRR1,0,0,0
DB00690,BE0003598,GABRR2,0,0,0
DB00690,BE0003619,GABRR3,0,0,0
DB00690,BE0003597,GABRQ,0,0,0
DB00691,BE0000221,ACE,1,0,0
DB00691,BE0000982,ACE2,1,0,0
DB00692,BE0000289,ADRA2A,0,1,0
DB00692,BE0000501,ADRA1A,0,1,0
DB00692,BE0000575,ADRA1B,0,1,0
DB00692,BE0000715,ADRA1D,0,1,0
DB00694,BE0000742,TOP2A,1,0,0
DB00694,BE0002425,TOP2B,1,0,0
DB00695,BE0000502,SLC12A1,1,0,0
DB00695,BE0000322,CA2,1,0,0
DB00695,BE0005562,GPR35,0,0,1
DB00696,BE0000659,HTR1D,0,0,1
DB00696,BE0000797,HTR1B,0,0,1
DB00696,BE0000451,HTR2A,0,0,1
DB00696,BE0000756,DRD2,0,0,1
DB00696,BE0000501,ADRA1A,0,0,0
DB00696,BE0000575,ADRA1B,0,0,0
DB00696,BE0000715,ADRA1D,0,0,0
DB00696,BE0000289,ADRA2A,0,0,0
DB00696,BE0000572,ADRA2B,0,0,1
DB00696,BE0000486,SLC6A2,1,0,0
DB00696,BE0004889,DRD1,0,0,1
DB00696,BE0000291,HTR1A,0,0,1
DB00696,BE0000460,HTR1F,0,0,1
DB00696,BE0000533,HTR2C,0,0,1
DB00696,BE0000393,HTR2B,0,0,0
DB00697,BE0004864,ADRA2A,0,0,1
DB00697,BE0003580,NISCH,0,0,1
DB00697,BE0004863,ADRA1A,0,0,1
DB00699,BE0000501,ADRA1A,0,1,0
DB00700,BE0000668,NR3C2,0,1,0
DB00703,BE0000267,CA1,1,0,0
DB00703,BE0000535,CA4,1,0,0
DB00703,BE0000322,CA2,1,0,0
DB00703,BE0003629,CA7,1,0,0
DB00703,BE0003625,CA3,1,0,0
DB00704,BE0000420,OPRD1,0,1,0
DB00704,BE0000770,OPRM1,0,1,0
DB00704,BE0000632,OPRK1,0,1,0
DB00704,BE0000290,SIGMAR1,0,1,0
DB00706,BE0000501,ADRA1A,0,1,0
DB00706,BE0000715,ADRA1D,0,1,0
DB00706,BE0000575,ADRA1B,0,1,0
DB00707,BE0000499,LDLR,0,0,0
DB00707,BE0000710,FCGR1A,0,1,0
DB00708,BE0000770,OPRM1,0,0,1
DB00708,BE0000420,OPRD1,0,0,1
DB00708,BE0000632,OPRK1,0,0,0
DB00710,BE0000776,FDPS,1,0,0
DB00711,BE0000248,ALOX5,1,0,0
DB00711,BE0000017,PTGS1,1,0,0
DB00712,BE0000017,PTGS1,1,0,0
DB00712,BE0000262,PTGS2,1,0,0
DB00713,BE0001018,SLC15A1,0,0,0
DB00713,BE0001134,SLC15A2,0,0,0
DB00714,BE0000581,DRD3,0,0,1
DB00714,BE0000389,DRD4,0,0,1
DB00714,BE0000756,DRD2,0,0,1
DB00714,BE0000342,ADRA2C,0,0,1
DB00714,BE0000572,ADRA2B,0,0,1
DB00714,BE0000533,HTR2C,0,0,1
DB00714,BE0000145,DRD5,0,0,1
DB00714,BE0000291,HTR1A,0,0,1
DB00714,BE0000451,HTR2A,0,0,1
DB00714,BE0000393,HTR2B,0,0,1
DB00714,BE0000289,ADRA2A,0,0,1
DB00714,BE0000020,DRD1,0,0,1
DB00714,BE0000659,HTR1D,0,0,1
DB00714,BE0000797,HTR1B,0,0,1
DB00714,BE0000666,CALY,0,0,1
DB00715,BE0000749,SLC6A4,1,0,0
DB00715,BE0000486,SLC6A2,1,0,0
DB00715,BE0000451,HTR2A,0,0,1
DB00715,BE0004863,ADRA1A,0,0,0
DB00715,BE0004864,ADRA2A,0,0,0
DB00715,BE0004872,ADRB1,1,0,0
DB00715,BE0000756,DRD2,0,0,0
DB00715,BE0000442,HRH1,1,0,0
DB00715,BE0004862,HTR1A,0,0,0
DB00715,BE0004890,CHRM1,1,0,0
DB00715,BE0000393,HTR2B,0,0,1
DB00715,BE0004889,DRD1,0,0,0
DB00716,BE0000705,CYSLTR1,0,0,0
DB00716,BE0000099,CYSLTR2,0,1,0
DB00716,BE0000995,FPR1,0,1,0
DB00716,BE0000296,PTGDR,0,0,0
DB00716,BE0001120,HSP90AA1,0,0,0
DB00717,BE0000557,PGR,0,0,1
DB00717,BE0000132,AR,0,0,1
DB00717,BE0000794,NR3C1,0,0,1
DB00719,BE0000442,HRH1,0,1,0
DB00720,BE0000599,SLC25A4,1,0,0
DB00720,BE0000709,SLC25A5,1,0,0
DB00720,BE0000624,SLC25A6,1,0,0
DB00721,BE0000177,SCN10A,1,0,0
DB00721,BE0000641,GRIN3A,0,1,0
DB00721,BE0000311,HTR3A,0,1,0
DB00721,BE0000647,SLC6A3,1,0,0
DB00721,BE0000738,CHRNA2,0,1,0
DB00721,BE0004906,KCNMA1,0,0,0
DB00721,BE0000657,PLA2G4A,1,0,0
DB00721,BE0009743,ASPG,1,0,0
DB00721,BE0004909,MAOA,1,0,0
DB00722,BE0000221,ACE,1,0,0
DB00722,BE0000270,REN,1,0,0
DB00723,BE0000501,ADRA1A,0,0,1
DB00723,BE0000575,ADRA1B,0,0,1
DB00723,BE0000715,ADRA1D,0,0,0
DB00724,BE0000155,TLR7,0,0,1
DB00724,BE0003518,TLR8,0,0,1
DB00725,BE0000560,CHRM2,0,1,0
DB00725,BE0000092,CHRM1,0,1,0
DB00725,BE0000405,CHRM4,0,1,0
DB00725,BE0000247,CHRM5,0,1,0
DB00725,BE0000045,CHRM3,0,1,0
DB00726,BE0000749,SLC6A4,1,0,0
DB00726,BE0000486,SLC6A2,1,0,0
DB00726,BE0000647,SLC6A3,1,0,0
DB00726,BE0000451,HTR2A,0,0,1
DB00726,BE0000291,HTR1A,0,1,0
DB00726,BE0000501,ADRA1A,0,1,0
DB00726,BE0000575,ADRA1B,0,1,0
DB00726,BE0000756,DRD2,0,0,0
DB00726,BE0000572,ADRA2B,0,0,0
DB00726,BE0000442,HRH1,0,1,0
DB00726,BE0000533,HTR2C,0,1,0
DB00726,BE0000311,HTR3A,0,0,0
DB00726,BE0000659,HTR1D,0,0,0
DB00726,BE0000289,ADRA2A,0,0,0
DB00726,BE0004889,DRD1,0,0,0
DB00726,BE0004872,ADRB1,0,0,0
DB00726,BE0004890,CHRM1,0,0,0
DB00727,BE0000556,NPR1,0,0,1
DB00728,BE0000738,CHRNA2,0,1,0
DB00728,BE0000560,CHRM2,0,1,0
DB00728,BE0000311,HTR3A,0,1,0
DB00731,BE0000207,ABCC8,1,0,0
DB00731,BE0000215,PPARG,0,0,1
DB00732,BE0000738,CHRNA2,0,1,0
DB00733,BE0000426,ACHE,0,0,0
DB00733,BE0002180,BCHE,0,0,0
DB00734,BE0000451,HTR2A,0,1,0
DB00734,BE0000756,DRD2,0,1,0
DB00734,BE0000501,ADRA1A,0,1,0
DB00734,BE0000581,DRD3,0,1,0
DB00734,BE0000389,DRD4,0,1,0
DB00734,BE0000575,ADRA1B,0,1,0
DB00734,BE0000659,HTR1D,0,1,0
DB00734,BE0000442,HRH1,0,1,0
DB00734,BE0000289,ADRA2A,0,1,0
DB00734,BE0000572,ADRA2B,0,1,1
DB00734,BE0000342,ADRA2C,0,0,1
DB00734,BE0000533,HTR2C,0,1,0
DB00734,BE0000291,HTR1A,0,1,0
DB00734,BE0000020,DRD1,0,1,0
DB00734,BE0000650,HTR7,0,0,0
DB00735,BE0000577,SQLE,1,0,0
DB00736,BE0000349,ATP4A,1,0,0
DB00736,BE0000766,DDAH1,0,0,0
DB00737,BE0000442,HRH1,0,1,0
DB00737,BE0003848,NR1I3,0,0,0
DB00738,BE0002517,TRDMT1,0,0,0
DB00740,BE0000197,SCN5A,1,0,0
DB00740,BE0000030,SLC7A11,0,0,0
DB00741,BE0000794,NR3C1,0,0,1
DB00741,BE0000422,ANXA1,0,0,1
DB00744,BE0000248,ALOX5,1,0,0
DB00745,BE0000647,SLC6A3,1,0,0
DB00745,BE0000575,ADRA1B,0,0,0
DB00746,BE0003392,APP,0,0,0
DB00747,BE0000092,CHRM1,0,1,0
DB00747,BE0001176,SI,1,0,0
DB00747,BE0000560,CHRM2,0,1,0
DB00747,BE0000045,CHRM3,0,1,0
DB00747,BE0000405,CHRM4,0,1,0
DB00747,BE0000247,CHRM5,0,1,0
DB00747,BE0000849,CHRNA4,0,0,0
DB00747,BE0000850,CHRNB2,0,0,0
DB00748,BE0000442,HRH1,0,1,0
DB00749,BE0000262,PTGS2,1,0,0
DB00749,BE0000017,PTGS1,1,0,0
DB00749,BE0000412,RXRA,0,0,0
DB00750,BE0000197,SCN5A,1,0,0
DB00751,BE0000442,HRH1,0,1,0
DB00751,BE0000112,HRH2,0,1,0
DB00751,BE0000501,ADRA1A,0,0,0
DB00751,BE0000289,ADRA2A,0,0,0
DB00751,BE0000451,HTR2A,0,1,0
DB00751,BE0000650,HTR7,0,1,0
DB00752,BE0002196,MAOB,1,0,0
DB00752,BE0002198,MAOA,1,0,0
DB00753,BE0000795,GABRA1,0,0,1
DB00753,BE0000218,ATP2C1,1,0,0
DB00753,BE0000433,GLRA1,0,0,1
DB00753,BE0000640,GRIA1,0,1,0
DB00753,BE0000781,KCNA1,0,0,0
DB00753,BE0000484,ATP5D,0,0,0
DB00753,BE0000418,CALM1,0,0,0
DB00753,BE0004797,GABRA1,0,0,0
DB00753,BE0000849,CHRNA4,0,1,0
DB00753,BE0000850,CHRNB2,0,1,0
DB00754,BE0000197,SCN5A,1,0,0
DB00754,BE0000956,NR1I2,0,0,0
DB00755,BE0000078,RXRB,0,0,1
DB00755,BE0000707,RXRG,0,0,1
DB00755,BE0000144,RARG,0,0,1
DB00755,BE0000554,ALDH1A1,0,0,0
DB00755,BE0000697,GPRC5A,0,0,0
DB00755,BE0000074,NR0B1,0,0,0
DB00755,BE0000513,ALDH1A2,0,0,0
DB00755,BE0000653,RARRES1,0,0,1
DB00755,BE0000663,RARA,0,0,0
DB00755,BE0000206,RARB,0,0,0
DB00755,BE0005828,LCN1,0,0,0
DB00755,BE0005829,OBP2A,0,0,0
DB00755,BE0000314,RBP4,0,0,0
DB00755,BE0004284,PDK4,0,0,0
DB00755,BE0000412,RXRA,0,0,0
DB00755,BE0003480,CYP26A1,0,0,0
DB00755,BE0009044,CYP26B1,0,0,0
DB00755,BE0009043,CYP26C1,0,0,0
DB00755,BE0001167,HPGDS,0,0,0
DB00756,BE0002252,SDHD,1,0,0
DB00756,BE0000180,GLUD1,1,0,0
DB00756,BE0000123,ESR1,0,0,0
DB00757,BE0000311,HTR3A,0,1,0
DB00758,BE0000110,P2RY12,0,1,0
DB00759,BE0001105,PRNP,1,0,0
DB00759,BE0001092,PADI4,0,0,0
DB00761,BE0000281,SLC12A2,0,0,0
DB00761,BE0000502,SLC12A1,0,0,0
DB00761,BE0000047,SLC12A5,0,0,0
DB00761,BE0000140,SLC12A6,0,0,0
DB00761,BE0000276,SLC12A7,0,0,0
DB00761,BE0000601,SLC12A4,0,0,0
DB00762,BE0000971,TOP1,1,0,0
DB00762,BE0000091,TOP1MT,1,0,0
DB00763,BE0000507,TPO,1,0,0
DB00764,BE0000794,NR3C1,0,0,1
DB00764,BE0000557,PGR,0,0,1
DB00765,BE0000614,TH,0,0,0
DB00767,BE0000442,HRH1,0,1,0
DB00767,BE0000405,CHRM4,0,1,0
DB00767,BE0000092,CHRM1,0,1,0
DB00767,BE0000247,CHRM5,0,1,0
DB00767,BE0000560,CHRM2,0,1,0
DB00767,BE0000045,CHRM3,0,1,0
DB00768,BE0000442,HRH1,0,1,0
DB00768,BE0000112,HRH2,0,1,0
DB00768,BE0000968,HRH3,0,1,0
DB00768,BE0001090,S100A1,0,1,0
DB00768,BE0001206,S100A12,0,1,0
DB00768,BE0001177,S100B,0,0,0
DB00768,BE0000885,S100A13,0,0,0
DB00768,BE0003602,S100A2,0,1,0
DB00769,BE0000794,NR3C1,0,0,1
DB00770,BE0000368,PTGER2,0,0,1
DB00770,BE0000064,PTGER1,0,0,1
DB00770,BE0003561,PTGDR2,0,0,1
DB00771,BE0000092,CHRM1,0,1,0
DB00772,BE0002180,BCHE,1,0,0
DB00773,BE0000742,TOP2A,1,0,0
DB00773,BE0002425,TOP2B,1,0,0
DB00774,BE0000502,SLC12A1,1,0,0
DB00774,BE0000267,CA1,1,0,0
DB00774,BE0000322,CA2,1,0,0
DB00774,BE0000535,CA4,1,0,0
DB00774,BE0002437,CA9,1,0,0
DB00774,BE0001653,CA12,1,0,0
DB00774,BE0000732,ATP1A1,0,0,0
DB00774,BE0000553,KCNMA1,0,0,0
DB00775,BE0000439,ITGA2B,0,1,0
DB00775,BE0001155,ITGB3,0,1,0
DB00776,BE0004901,SCN1A,1,0,0
DB00777,BE0000442,HRH1,0,1,0
DB00777,BE0000451,HTR2A,0,1,0
DB00777,BE0000533,HTR2C,0,1,0
DB00777,BE0000756,DRD2,0,1,0
DB00777,BE0000020,DRD1,0,1,0
DB00777,BE0000389,DRD4,0,1,0
DB00777,BE0000501,ADRA1A,0,1,0
DB00777,BE0000575,ADRA1B,0,1,0
DB00777,BE0000715,ADRA1D,0,1,0
DB00777,BE0000045,CHRM3,0,1,0
DB00777,BE0000247,CHRM5,0,1,0
DB00777,BE0000560,CHRM2,0,1,0
DB00777,BE0000405,CHRM4,0,1,0
DB00777,BE0000092,CHRM1,0,1,0
DB00778,BE0001032,ABCB1,0,0,0
DB00780,BE0002198,MAOA,0,1,0
DB00780,BE0002196,MAOB,0,1,0
DB00780,BE0001002,AOC3,1,0,0
DB00780,BE0000253,ABAT,1,0,0
DB00780,BE0000667,GPT,1,0,0
DB00780,BE0002166,GPT2,1,0,0
DB00780,BE0002173,GAD65,1,0,0
DB00782,BE0000092,CHRM1,0,1,0
DB00783,BE0000123,ESR1,0,0,1
DB00783,BE0000792,ESR2,0,0,1
DB00783,BE0000956,NR1I2,0,0,0
DB00783,BE0000849,CHRNA4,0,0,0
DB00783,BE0003740,NCOA2,0,0,0
DB00783,BE0003446,GPER1,0,0,0
DB00783,BE0009014,MT-ATP6,0,0,0
DB00783,BE0009015,BECN1,0,0,0
DB00783,BE0000006,HSD17B2,0,0,0
DB00783,BE0002088,ESRRG,0,0,0
DB00784,BE0000262,PTGS2,1,0,0
DB00784,BE0000017,PTGS1,1,0,0
DB00785,BE0000560,CHRM2,0,1,0
DB00785,BE0000092,CHRM1,0,1,0
DB00785,BE0000045,CHRM3,0,1,0
DB00785,BE0000405,CHRM4,0,1,0
DB00785,BE0000247,CHRM5,0,1,0
DB00786,BE0000920,MMP1,1,0,0
DB00786,BE0000642,MMP2,1,0,0
DB00786,BE0001116,MMP3,0,1,0
DB00786,BE0003690,MMP7,0,1,0
DB00786,BE0001182,MMP8,1,0,0
DB00786,BE0000058,MMP9,1,0,0
DB00786,BE0003689,MMP10,0,1,0
DB00786,BE0003691,MMP11,0,1,0
DB00786,BE0001198,MMP12,1,0,0
DB00786,BE0000966,MMP13,1,0,0
DB00786,BE0003692,MMP14,1,0,0
DB00786,BE0003693,MMP15,1,0,0
DB00786,BE0001637,MMP16,1,0,0
DB00786,BE0003694,MMP17,1,0,0
DB00786,BE0003695,MMP19,1,0,0
DB00786,BE0003696,MMP20,1,0,0
DB00786,BE0003697,MMP21,1,0,0
DB00786,BE0003698,MMP23A,1,0,0
DB00786,BE0003699,MMP24,1,0,0
DB00786,BE0009742,MMP25,1,0,0
DB00786,BE0003701,MMP26,1,0,0
DB00786,BE0003702,MMP27,1,0,0
DB00786,BE0003703,MMP28,1,0,0
DB00788,BE0000017,PTGS1,1,0,0
DB00788,BE0000262,PTGS2,1,0,0
DB00789,BE0003559,PGD,1,0,0
DB00790,BE0000221,ACE,1,0,0
DB00790,BE0009094,SFRP4,1,0,0
DB00792,BE0000442,HRH1,0,1,0
DB00794,BE0000795,GABRA1,0,0,0
DB00794,BE0000381,GABRA2,0,0,0
DB00794,BE0000523,GABRA3,0,0,0
DB00794,BE0000478,GABRA4,0,0,0
DB00794,BE0000471,GABRA5,0,0,0
DB00794,BE0000764,GABRA6,0,0,0
DB00794,BE0000849,CHRNA4,0,1,0
DB00794,BE0002341,CHRNA7,0,1,0
DB00794,BE0000829,GRIA2,0,1,0
DB00794,BE0000826,GRIK2,0,1,0
DB00794,BE0004797,GABRA1,0,0,0
DB00795,BE0000248,ALOX5,1,0,0
DB00795,BE0000262,PTGS2,1,0,0
DB00795,BE0000017,PTGS1,1,0,0
DB00795,BE0000215,PPARG,0,0,1
DB00795,BE0004655,CHUK,1,0,0
DB00795,BE0001154,IKBKB,1,0,0
DB00795,BE0000030,SLC7A11,1,0,0
DB00795,BE0000069,ACAT1,1,0,0
DB00795,BE0001893,TBXAS1,0,1,0
DB00795,BE0003997,PLA2G1B,0,1,0
DB00796,BE0000062,AGTR1,0,1,0
DB00797,BE0000501,ADRA1A,0,1,0
DB00797,BE0000289,ADRA2A,0,1,0
DB00797,BE0000442,HRH1,0,0,1
DB00797,BE0000112,HRH2,0,0,1
DB00797,BE0000342,ADRA2C,0,0,0
DB00797,BE0000572,ADRA2B,0,0,0
DB00798,BE0000942,LRP2,0,0,0
DB00798,BE0000330,DHFR,0,0,0
DB00799,BE0000663,RARA,0,0,1
DB00799,BE0000078,RXRB,0,0,1
DB00799,BE0000144,RARG,0,0,1
DB00799,BE0000206,RARB,0,0,1
DB00800,BE0000145,DRD5,0,0,1
DB00800,BE0000020,DRD1,0,0,1
DB00800,BE0000572,ADRA2B,0,1,0
DB00800,BE0000342,ADRA2C,0,1,0
DB00800,BE0000289,ADRA2A,0,1,0
DB00800,BE0000575,ADRA1B,1,0,0
DB00800,BE0000715,ADRA1D,1,0,0
DB00800,BE0000501,ADRA1A,1,0,0
DB00801,BE0000795,GABRA1,0,0,0
DB00801,BE0000381,GABRA2,0,0,0
DB00801,BE0000523,GABRA3,0,0,0
DB00801,BE0000471,GABRA5,0,0,0
DB00801,BE0003593,GABRG1,0,0,0
DB00801,BE0003592,GABRG2,0,0,0
DB00801,BE0003594,GABRG3,0,0,0
DB00801,BE0002344,GABRB1,0,0,0
DB00801,BE0002346,GABRB2,0,0,0
DB00801,BE0002345,GABRB3,0,0,0
DB00801,BE0003599,GABRD,0,0,0
DB00801,BE0003595,GABRE,0,0,0
DB00801,BE0003596,GABRP,0,0,0
DB00801,BE0000129,GABRR1,0,0,0
DB00801,BE0003598,GABRR2,0,0,0
DB00801,BE0003619,GABRR3,0,0,0
DB00801,BE0004797,GABRA1,0,0,0
DB00802,BE0000770,OPRM1,0,0,1
DB00804,BE0000092,CHRM1,0,1,0
DB00804,BE0000560,CHRM2,0,1,0
DB00805,BE0002198,MAOA,1,0,0
DB00805,BE0000393,HTR2B,0,1,0
DB00805,BE0000451,HTR2A,0,1,0
DB00805,BE0000533,HTR2C,0,1,0
DB00805,BE0000426,ACHE,1,0,0
DB00805,BE0000749,SLC6A4,1,0,0
DB00805,BE0000020,DRD1,0,0,1
DB00805,BE0000756,DRD2,0,0,1
DB00805,BE0000092,CHRM1,0,0,1
DB00806,BE0000487,PDE4B,1,0,0
DB00806,BE0000013,ADORA1,0,1,0
DB00806,BE0000182,PDE5A,1,0,0
DB00806,BE0001133,PDE4A,1,0,0
DB00806,BE0000924,ADORA2A,0,1,0
DB00806,BE0001096,NT5E,1,0,0
DB00807,BE0000177,SCN10A,1,0,0
DB00808,BE0000419,SLC12A3,1,0,0
DB00809,BE0000405,CHRM4,0,1,0
DB00809,BE0000092,CHRM1,0,1,0
DB00809,BE0000560,CHRM2,0,1,0
DB00809,BE0000045,CHRM3,0,1,0
DB00810,BE0000738,CHRNA2,0,1,0
DB00810,BE0000092,CHRM1,0,1,0
DB00811,BE0000761,IMPDH1,1,0,0
DB00811,BE0000722,IMPDH2,0,0,0
DB00811,BE0000261,NT5C2,0,0,0
DB00811,BE0000457,ENPP1,1,0,0
DB00812,BE0000262,PTGS2,1,0,0
DB00812,BE0000117,PTGIS,1,0,0
DB00812,BE0000017,PTGS1,1,0,0
DB00813,BE0000770,OPRM1,0,0,1
DB00813,BE0000420,OPRD1,0,0,1
DB00813,BE0000632,OPRK1,0,0,1
DB00813,BE0001032,ABCB1,0,0,0
DB00814,BE0000262,PTGS2,1,0,0
DB00814,BE0000017,PTGS1,1,0,0
DB00816,BE0000694,ADRB2,0,0,1
DB00818,BE0002346,GABRB2,0,0,0
DB00818,BE0002345,GABRB3,0,0,0
DB00818,BE0002083,SCN4A,1,0,0
DB00818,BE0002081,SCN2A,1,0,0
DB00818,BE0004797,GABRA1,0,0,0
DB00819,BE0000267,CA1,1,0,0
DB00819,BE0000322,CA2,1,0,0
DB00819,BE0000535,CA4,1,0,0
DB00819,BE0001653,CA12,1,0,0
DB00819,BE0003634,CA14,1,0,0
DB00819,BE0003625,CA3,1,0,0
DB00819,BE0003629,CA7,1,0,0
DB00819,BE0000880,AQP1,1,0,0
DB00820,BE0000182,PDE5A,1,0,0
DB00820,BE0003558,PDE11A,1,0,0
DB00821,BE0000262,PTGS2,1,0,0
DB00821,BE0000017,PTGS1,1,0,0
DB00822,BE0000133,ALDH2,1,0,0
DB00822,BE0000138,DBH,1,0,0
DB00823,BE0000557,PGR,0,0,1
DB00823,BE0000123,ESR1,0,0,1
DB00824,BE0001133,PDE4A,1,0,0
DB00824,BE0000487,PDE4B,1,0,0
DB00824,BE0000241,ADORA2B,0,1,0
DB00824,BE0000013,ADORA1,1,0,0
DB00824,BE0000924,ADORA2A,1,0,0
DB00824,BE0000354,ADORA3,1,0,0
DB00825,BE0001186,TRPM8,0,0,0
DB00825,BE0001122,TRPA1,0,0,0
DB00825,BE0003416,TRPV3,0,0,0
DB00825,BE0000632,OPRK1,0,0,1
DB00825,BE0008715,CACNA1C,0,1,0
DB00829,BE0000795,GABRA1,0,0,0
DB00829,BE0000381,GABRA2,0,0,0
DB00829,BE0000523,GABRA3,0,0,0
DB00829,BE0000471,GABRA5,0,0,0
DB00829,BE0002344,GABRB1,0,0,0
DB00829,BE0002346,GABRB2,0,0,0
DB00829,BE0002345,GABRB3,0,0,0
DB00829,BE0003593,GABRG1,0,0,0
DB00829,BE0003592,GABRG2,0,0,0
DB00829,BE0003594,GABRG3,0,0,0
DB00829,BE0003599,GABRD,0,0,0
DB00829,BE0003595,GABRE,0,0,0
DB00829,BE0003596,GABRP,0,0,0
DB00829,BE0000129,GABRR1,0,0,0
DB00829,BE0003598,GABRR2,0,0,0
DB00829,BE0003619,GABRR3,0,0,0
DB00829,BE0003597,GABRQ,0,0,0
DB00829,BE0000736,TSPO,0,0,0
DB00829,BE0004797,GABRA1,0,0,0
DB00830,BE0000486,SLC6A2,1,0,0
DB00830,BE0000647,SLC6A3,1,0,0
DB00831,BE0000756,DRD2,0,1,0
DB00831,BE0000666,CALY,0,1,0
DB00831,BE0000501,ADRA1A,0,1,0
DB00831,BE0000418,CALM1,1,0,0
DB00831,BE0001024,TNNC1,0,0,0
DB00831,BE0004350,S100A4,1,0,0
DB00834,BE0000557,PGR,0,1,0
DB00834,BE0000794,NR3C1,0,1,0
DB00834,BE0008983,KLK3,0,0,0
DB00834,BE0000956,NR1I2,0,0,0
DB00835,BE0000442,HRH1,0,1,0
DB00835,BE0000092,CHRM1,0,1,0
DB00835,BE0000560,CHRM2,0,1,0
DB00835,BE0000045,CHRM3,0,1,0
DB00835,BE0000405,CHRM4,0,1,0
DB00835,BE0000247,CHRM5,0,1,0
DB00836,BE0000770,OPRM1,0,0,1
DB00836,BE0000420,OPRD1,0,0,1
DB00836,BE0000632,OPRK1,0,0,1
DB00836,BE0000356,CACNA1A,1,0,0
DB00836,BE0000947,POMC,0,0,0
DB00836,BE0000418,CALM1,1,0,0
DB00836,BE0003848,NR1I3,0,0,0
DB00837,BE0000217,GABBR1,0,0,1
DB00837,BE0000795,GABRA1,0,0,1
DB00838,BE0000794,NR3C1,0,0,1
DB00839,BE0008670,ABCC8,0,0,0
DB00841,BE0000172,ADRB1,0,0,1
DB00841,BE0000694,ADRB2,0,0,1
DB00841,BE0004863,ADRA1A,0,0,1
DB00841,BE0000123,ESR1,0,0,0
DB00842,BE0000795,GABRA1,0,0,0
DB00842,BE0000381,GABRA2,0,0,0
DB00842,BE0000523,GABRA3,0,0,0
DB00842,BE0000478,GABRA4,0,0,0
DB00842,BE0000471,GABRA5,0,0,0
DB00842,BE0000764,GABRA6,0,0,0
DB00842,BE0002344,GABRB1,0,0,0
DB00842,BE0002346,GABRB2,0,0,0
DB00842,BE0002345,GABRB3,0,0,0
DB00842,BE0003593,GABRG1,0,0,0
DB00842,BE0003592,GABRG2,0,0,0
DB00842,BE0003594,GABRG3,0,0,0
DB00842,BE0003599,GABRD,0,0,0
DB00842,BE0003595,GABRE,0,0,0
DB00842,BE0003596,GABRP,0,0,0
DB00842,BE0000129,GABRR1,0,0,0
DB00842,BE0003598,GABRR2,0,0,0
DB00842,BE0003619,GABRR3,0,0,0
DB00842,BE0003597,GABRQ,0,0,0
DB00842,BE0004797,GABRA1,0,0,0
DB00843,BE0000426,ACHE,1,0,0
DB00843,BE0000451,HTR2A,0,0,0
DB00843,BE0002180,BCHE,0,0,0
DB00843,BE0000067,NOS1,1,0,0
DB00843,BE0004952,TNFAIP6,1,0,0
DB00843,BE0001051,IL1B,1,0,0
DB00843,BE0004903,NFKB2,1,0,0
DB00843,BE0004956,GRIN1,0,0,0
DB00844,BE0000632,OPRK1,0,0,1
DB00844,BE0000770,OPRM1,0,1,0
DB00844,BE0000420,OPRD1,0,1,0
DB00845,BE0000703,ABCB11,0,0,0
DB00846,BE0000794,NR3C1,0,0,1
DB00847,BE0001070,SST,0,0,0
DB00847,BE0002419,NPY2R,0,0,0
DB00848,BE0003585,CHRNA3,0,0,1
DB00848,BE0000896,ALPPL2,1,0,0
DB00849,BE0000795,GABRA1,0,0,0
DB00849,BE0000381,GABRA2,0,0,0
DB00849,BE0000523,GABRA3,0,0,0
DB00849,BE0000478,GABRA4,0,0,0
DB00849,BE0000471,GABRA5,0,0,0
DB00849,BE0000764,GABRA6,0,0,0
DB00849,BE0000849,CHRNA4,0,1,0
DB00849,BE0002341,CHRNA7,0,1,0
DB00849,BE0000829,GRIA2,0,1,0
DB00849,BE0000826,GRIK2,0,1,0
DB00849,BE0000956,NR1I2,0,0,0
DB00850,BE0000756,DRD2,0,1,0
DB00850,BE0000020,DRD1,0,1,0
DB00850,BE0000418,CALM1,1,0,0
DB00851,BE0000716,POLA2,0,0,0
DB00851,BE0003559,PGD,1,0,0
DB00852,BE0000486,SLC6A2,1,0,0
DB00852,BE0000647,SLC6A3,1,0,0
DB00852,BE0000501,ADRA1A,0,0,1
DB00852,BE0000289,ADRA2A,0,0,1
