| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
|  1   |                                                                                        Forodesine                                                                                       |     ZBP1    |      9.25     |
|  2   |                                                                                    Mometasone furoate                                                                                   |     ZBP1    |      9.23     |
|  3   |                                                                                    Mometasone furoate                                                                                   |    NLRP3    |      9.17     |
|  4   |                                                                                        Forodesine                                                                                       |    NLRP3    |      9.16     |
|  5   |                                                 4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol                                                 |     ZBP1    |      9.06     |
|  6   |                                                                                        Darunavir                                                                                        |    NLRP3    |      9.05     |
|  7   |                                                                                        Darunavir                                                                                        |     ZBP1    |      9.04     |
|  8   |                                                                                       Brinzolamide                                                                                      |     ZBP1    |      9.00     |
|  9   |                                                 4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol                                                 |    NLRP3    |      9.00     |
|  10  |                                                                                        Lopinavir                                                                                        |    NLRP3    |      8.95     |
|  11  |                                            5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide                                           |     ZBP1    |      8.94     |
|  12  |                                                                                        Lopinavir                                                                                        |     ZBP1    |      8.94     |
|  13  |                                                                                       Brinzolamide                                                                                      |    NLRP3    |      8.93     |
|  14  |                                                      (9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL                                                      |     ZBP1    |      8.93     |
|  15  |                                                                                        Stanolone                                                                                        |     ZBP1    |      8.91     |
|  16  |                                                                                5beta-dihydrotestosterone                                                                                |     ZBP1    |      8.91     |
|  17  |                                                                                     Doxercalciferol                                                                                     |     ZBP1    |      8.91     |
|  18  |                                                                                     Doxercalciferol                                                                                     |    NLRP3    |      8.90     |
|  19  |                                                                                       Dorzolamide                                                                                       |     ZBP1    |      8.88     |
|  20  |                                                                                        Lenvatinib                                                                                       |     ZBP1    |      8.88     |
|  21  |                                            5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide                                           |    NLRP3    |      8.86     |
|  22  |                                                      (9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL                                                      |    NLRP3    |      8.86     |
|  23  |                                                                                       Dorzolamide                                                                                       |    NLRP3    |      8.85     |
|  24  |                                                                                        Stanolone                                                                                        |    NLRP3    |      8.82     |
|  25  |                                                                                5beta-dihydrotestosterone                                                                                |    NLRP3    |      8.82     |
|  26  |                                                                                        Lenvatinib                                                                                       |    NLRP3    |      8.81     |
|  27  |                                           (4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide                                           |     ZBP1    |      8.80     |
|  28  |                                                                                        Triazolam                                                                                        |     ZBP1    |      8.80     |
|  29  |                                           (4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide                                           |    NLRP3    |      8.78     |
|  30  |                                                                                          AL5300                                                                                         |     ZBP1    |      8.77     |
|  31  |                                                                                        Boldenone                                                                                        |     ZBP1    |      8.76     |
|  32  |                                                                                          AL6528                                                                                         |    NLRP3    |      8.75     |
|  33  |                                                                                          AL6528                                                                                         |     ZBP1    |      8.74     |
|  34  |                                                                                        Triazolam                                                                                        |    NLRP3    |      8.73     |
|  35  |                                                                                     Resiniferatoxin                                                                                     |     ZBP1    |      8.73     |
|  36  |                                                                                          AL7182                                                                                         |    NLRP3    |      8.72     |
|  37  |                                                                                          AL7182                                                                                         |     ZBP1    |      8.71     |
|  38  |                                                                                          AL4623                                                                                         |    NLRP3    |      8.70     |
|  39  |                                                                                          AL4623                                                                                         |     ZBP1    |      8.69     |
|  40  |                                                                                          AL5424                                                                                         |     ZBP1    |      8.68     |
|  41  |                                                                                        Boldenone                                                                                        |    NLRP3    |      8.68     |
|  42  |                                                                                     Resiniferatoxin                                                                                     |    NLRP3    |      8.67     |
|  43  |                                                                                          AL5300                                                                                         |    NLRP3    |      8.67     |
|  44  |                                                                                       Ticalopride                                                                                       |     ZBP1    |      8.67     |
|  45  |                                                                                        Anatibant                                                                                        |     ZBP1    |      8.66     |
|  46  |                                                                                       Zolmitriptan                                                                                      |     ZBP1    |      8.64     |
|  47  |                                                                                  Clobetasol propionate                                                                                  |     ZBP1    |      8.64     |
|  48  |                                                                                          AL5424                                                                                         |    NLRP3    |      8.63     |
|  49  |                                                                                    2-Methoxyestradiol                                                                                   |     ZBP1    |      8.61     |
|  50  |                                                                                        Tamsulosin                                                                                       |    NLRP3    |      8.61     |
|  51  |                                                                                        Tamsulosin                                                                                       |     ZBP1    |      8.60     |
|  52  |                                                                                       Ticalopride                                                                                       |    NLRP3    |      8.59     |
|  53  |                                                                                    2-Methoxyestradiol                                                                                   |    NLRP3    |      8.59     |
|  54  |                                                                                  Clobetasol propionate                                                                                  |    NLRP3    |      8.59     |
|  55  |                                                                                       Seocalcitol                                                                                       |    NLRP3    |      8.56     |
|  56  |                                                                                       Zolmitriptan                                                                                      |    NLRP3    |      8.55     |
|  57  |                                                                                       Seocalcitol                                                                                       |     ZBP1    |      8.55     |
|  58  |                                                                                        Anatibant                                                                                        |    NLRP3    |      8.54     |
|  59  |                                                                                         Etizolam                                                                                        |    NLRP3    |      8.52     |
|  60  |                                                                                         Etizolam                                                                                        |     ZBP1    |      8.52     |
|  61  |                                                                                        Mometasone                                                                                       |     ZBP1    |      8.51     |
|  62  |                                                                                        Mometasone                                                                                       |    NLRP3    |      8.50     |
|  63  |                                                                                       Rolofylline                                                                                       |     ZBP1    |      8.49     |
|  64  |                                                                                        Amprenavir                                                                                       |    NLRP3    |      8.48     |
|  65  |                                                                                        Amprenavir                                                                                       |     ZBP1    |      8.47     |
|  66  |                                                                                       Rolofylline                                                                                       |    NLRP3    |      8.47     |
|  67  |                                                                                       Metribolone                                                                                       |     ZBP1    |      8.46     |
|  68  |                                                                                       Calcipotriol                                                                                      |     ZBP1    |      8.46     |
|  69  |                                                                                       Calcipotriol                                                                                      |    NLRP3    |      8.46     |
|  70  |                                                                                       Calusterone                                                                                       |     ZBP1    |      8.44     |
|  71  |                                                   5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE                                                   |     ZBP1    |      8.42     |
|  72  |                                                                                       Dexanabinol                                                                                       |     ZBP1    |      8.42     |
|  73  |                                                                                      Ethoxzolamide                                                                                      |    NLRP3    |      8.42     |
|  74  |                                                                                       Metribolone                                                                                       |    NLRP3    |      8.42     |
|  75  |                                                   5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE                                                   |    NLRP3    |      8.41     |
|  76  |                                                                                      Ethoxzolamide                                                                                      |     ZBP1    |      8.41     |
|  77  |                                                                                       Dexanabinol                                                                                       |    NLRP3    |      8.40     |
|  78  |                                                                                        Estradiol                                                                                        |     ZBP1    |      8.39     |
|  79  |                                                                                       Calusterone                                                                                       |    NLRP3    |      8.39     |
|  80  |                                                                                        Estradiol                                                                                        |    NLRP3    |      8.38     |
|  81  |                                                                                      Triamcinolone                                                                                      |    NLRP3    |      8.35     |
|  82  |                                                                                      Triamcinolone                                                                                      |     ZBP1    |      8.33     |
|  83  |                                                                               Beclomethasone dipropionate                                                                               |     ZBP1    |      8.32     |
|  84  |                                                                               Beclomethasone dipropionate                                                                               |    NLRP3    |      8.31     |
|  85  |                                                                                       Naronapride                                                                                       |     ZBP1    |      8.30     |
|  86  |                                                                                       Naronapride                                                                                       |    NLRP3    |      8.30     |
|  87  |                                                                                        Gestodene                                                                                        |    NLRP3    |      8.29     |
|  88  |                                                                                        Gestodene                                                                                        |     ZBP1    |      8.29     |
|  89  |                                                                                       Testosterone                                                                                      |     ZBP1    |      8.28     |
|  90  |                                                                                     Epitestosterone                                                                                     |     ZBP1    |      8.28     |
|  91  |                                                                                        Gimatecan                                                                                        |     ZBP1    |      8.27     |
|  92  |                                                                                        Clobetasol                                                                                       |     ZBP1    |      8.26     |
|  93  |                                                                                        Gimatecan                                                                                        |    NLRP3    |      8.26     |
|  94  |                                                                                        Clobetasol                                                                                       |    NLRP3    |      8.26     |
|  95  |                                                                                        Penbutolol                                                                                       |     ZBP1    |      8.25     |
|  96  |                                                                                      Diprenorphine                                                                                      |     ZBP1    |      8.25     |
|  97  |                                                                                       Clobetasone                                                                                       |     ZBP1    |      8.24     |
|  98  |                                                                                       Clobetasone                                                                                       |    NLRP3    |      8.24     |
|  99  |                                                                                        Alprazolam                                                                                       |     ZBP1    |      8.23     |
| 100  |                                                                                        Penbutolol                                                                                       |    NLRP3    |      8.23     |
| 101  |                                                                                       Testosterone                                                                                      |    NLRP3    |      8.23     |
| 102  |                                                                                     Epitestosterone                                                                                     |    NLRP3    |      8.23     |
| 103  |                                                                                      Buprenorphine                                                                                      |     ZBP1    |      8.22     |
| 104  |                                                                                        Mibolerone                                                                                       |     ZBP1    |      8.19     |
| 105  |                                                                                        Alprazolam                                                                                       |    NLRP3    |      8.19     |
| 106  |                                                                                        Mibolerone                                                                                       |    NLRP3    |      8.19     |
| 107  |                                                                                       Remoxipride                                                                                       |     ZBP1    |      8.18     |
