| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
| 104  |                                        Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]                                       |     ZBP1    |      7.76     |
| 105  |                                                                                        Ibrutinib                                                                                        |     ZBP1    |      7.75     |
| 106  |                                                                                         Nadolol                                                                                         |    NLRP3    |      7.75     |
| 107  |                                                                               Beclomethasone dipropionate                                                                               |     ZBP1    |      7.75     |
| 108  |                                                                                       Liothyronine                                                                                      |    NLRP3    |      7.74     |
| 109  |                                                                                        Equilenin                                                                                        |    NLRP3    |      7.74     |
| 110  |                                                                                       Pimecrolimus                                                                                      |    NLRP3    |      7.74     |
| 111  |                                                                                         Timolol                                                                                         |     ZBP1    |      7.73     |
| 112  |                                                                              N-Benzyl-4-Sulfamoyl-Benzamide                                                                             |     ZBP1    |      7.73     |
| 113  |                                                  (3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one                                                 |     ZBP1    |      7.73     |
| 114  |                                                5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE                                                |     ZBP1    |      7.72     |
| 115  |                                                                                          AL5927                                                                                         |     ZBP1    |      7.72     |
| 116  |                                                                                       Mifepristone                                                                                      |     ZBP1    |      7.72     |
| 117  |                                                                                        Gimatecan                                                                                        |     ZBP1    |      7.72     |
| 118  |                                                                          5-Alpha-Androstane-3-Beta,17beta-Diol                                                                          |     ZBP1    |      7.71     |
| 119  |                                           6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid                                          |     ZBP1    |      7.71     |
| 120  |                                                                                       Ticalopride                                                                                       |     ZBP1    |      7.71     |
| 121  |                                                                                         AL7089A                                                                                         |    NLRP3    |      7.70     |
| 122  |                                                                                         AL7099A                                                                                         |    NLRP3    |      7.70     |
| 123  |                                                             trans-4-(7-carbamoyl-1H-benzimidazol-2-yl)-1-propylpiperidinium                                                             |     ZBP1    |      7.70     |
| 124  |                                                                                        Cositecan                                                                                        |     ZBP1    |      7.70     |
| 125  |                                                                                        ORG-34517                                                                                        |    NLRP3    |      7.70     |
| 126  |                                                                                        Clobetasol                                                                                       |     ZBP1    |      7.70     |
| 127  |                                                        4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile                                                       |     ZBP1    |      7.68     |
| 128  |                                        Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]                                       |    NLRP3    |      7.68     |
| 129  |                                                  (3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one                                                 |    NLRP3    |      7.68     |
| 130  |                                                                     2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid                                                                    |     ZBP1    |      7.67     |
| 131  |                                                                                     Doxercalciferol                                                                                     |     ZBP1    |      7.67     |
| 132  |                                                                               Beclomethasone dipropionate                                                                               |    NLRP3    |      7.66     |
| 133  |                                                                          5-Alpha-Androstane-3-Beta,17beta-Diol                                                                          |    NLRP3    |      7.66     |
| 134  |                                                5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE                                                |    NLRP3    |      7.66     |
| 135  |                                                                              N-Benzyl-4-Sulfamoyl-Benzamide                                                                             |    NLRP3    |      7.66     |
| 136  |                                                                                       Mifepristone                                                                                      |    NLRP3    |      7.66     |
| 137  |                                                                                       Ticalopride                                                                                       |    NLRP3    |      7.65     |
| 138  |                                                                                       Abemaciclib                                                                                       |     ZBP1    |      7.65     |
| 139  |                                                                                          AL5927                                                                                         |    NLRP3    |      7.65     |
