|  Rank |          Drug Name          | Target Name | Binding Score |
|   1   | JZAMQDDHRXHDFR-UHFFFAOYSA-N |  A0A6M3GXE4 |      9.47     |
|   2   | JZAMQDDHRXHDFR-UHFFFAOYSA-N |  A0A6B9WHD5 |      9.46     |
|   3   | JZAMQDDHRXHDFR-UHFFFAOYSA-N |  A0A6B9WHL6 |      9.44     |
|   4   | JZAMQDDHRXHDFR-UHFFFAOYSA-N |    Q6YMS7   |      9.40     |
|   5   | KASDHRXLYQOAKZ-XDSKOBMDSA-N |  A0A6B9WHL6 |      9.35     |
|   6   | HKVAMNSJSFKALM-GKUWKFKPSA-N |  A0A6B9WHL6 |      9.33     |
|   7   | HKVAMNSJSFKALM-ADNAJIBWSA-N |  A0A6B9WHL6 |      9.33     |
|   8   | QFJCIRLUMZQUOT-HPLJOQBZSA-N |  A0A6B9WHL6 |      9.32     |
|   9   | QFJCIRLUMZQUOT-BLBZBZKNSA-N |  A0A6B9WHL6 |      9.32     |
|   10  | JZAMQDDHRXHDFR-UHFFFAOYSA-N |  A0A1S4F2S4 |      9.29     |
|   11  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |  A0A6M3GXE4 |      9.29     |
|   12  | HKVAMNSJSFKALM-GKUWKFKPSA-N |  A0A6M3GXE4 |      9.28     |
|   13  | HKVAMNSJSFKALM-ADNAJIBWSA-N |  A0A6M3GXE4 |      9.28     |
|   14  | QFJCIRLUMZQUOT-HPLJOQBZSA-N |  A0A6M3GXE4 |      9.26     |
|   15  | QFJCIRLUMZQUOT-BLBZBZKNSA-N |  A0A6M3GXE4 |      9.26     |
|   16  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |    Q6YMS7   |      9.26     |
|   17  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |  A0A6B9WHD5 |      9.25     |
|   18  | QZVNQOLPLYWLHQ-ZEQKJWHPSA-N |  A0A6B9WHL6 |      9.24     |
|   19  | HKVAMNSJSFKALM-GKUWKFKPSA-N |    Q6YMS7   |      9.24     |
|   20  | HKVAMNSJSFKALM-ADNAJIBWSA-N |    Q6YMS7   |      9.24     |
|   21  | HKVAMNSJSFKALM-GKUWKFKPSA-N |  A0A6B9WHD5 |      9.24     |
|   22  | HKVAMNSJSFKALM-ADNAJIBWSA-N |  A0A6B9WHD5 |      9.24     |
|   23  | MAJFXTGRPADJLU-UHFFFAOYSA-N |  A0A6M3GXE4 |      9.23     |
|   24  | QFJCIRLUMZQUOT-HPLJOQBZSA-N |    Q6YMS7   |      9.23     |
|   25  | QFJCIRLUMZQUOT-BLBZBZKNSA-N |    Q6YMS7   |      9.23     |
|   26  | MAJFXTGRPADJLU-UHFFFAOYSA-N |  A0A6B9WHD5 |      9.23     |
|   27  | POTREZAYKLAUSX-HUFMRFRTSA-N |  A0A6B9WHL6 |      9.22     |
|   28  | QFJCIRLUMZQUOT-HPLJOQBZSA-N |  A0A6B9WHD5 |      9.22     |
|   29  | QFJCIRLUMZQUOT-BLBZBZKNSA-N |  A0A6B9WHD5 |      9.22     |
|   30  | VRORTNGXAKZJML-UHFFFAOYSA-N |  A0A6M3GXE4 |      9.21     |
|   31  | MAJFXTGRPADJLU-UHFFFAOYSA-N |  A0A6B9WHL6 |      9.21     |
|   32  | QZVNQOLPLYWLHQ-ZEQKJWHPSA-N |  A0A6M3GXE4 |      9.20     |
|   33  | VRORTNGXAKZJML-UHFFFAOYSA-N |  A0A6B9WHD5 |      9.20     |
|   34  | JZAMQDDHRXHDFR-UHFFFAOYSA-N |  A0A6B9WHC8 |      9.20     |
|   35  | POTREZAYKLAUSX-HUFMRFRTSA-N |  A0A6M3GXE4 |      9.19     |
|   36  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |  A0A1S4F2S4 |      9.18     |
|   37  | QZVNQOLPLYWLHQ-ZEQKJWHPSA-N |    Q6YMS7   |      9.17     |
|   38  | MAJFXTGRPADJLU-UHFFFAOYSA-N |    Q6YMS7   |      9.17     |
|   39  | QZVNQOLPLYWLHQ-ZEQKJWHPSA-N |  A0A6B9WHD5 |      9.16     |
|   40  | POTREZAYKLAUSX-HUFMRFRTSA-N |    Q6YMS7   |      9.16     |
|   41  | HKVAMNSJSFKALM-GKUWKFKPSA-N |  A0A1S4F2S4 |      9.16     |
|   42  | HKVAMNSJSFKALM-ADNAJIBWSA-N |  A0A1S4F2S4 |      9.16     |
|   43  | BPLVDYJDAVYLRQ-UHFFFAOYSA-N |  A0A6B9WHL6 |      9.16     |
|   44  | HKVAMNSJSFKALM-GKUWKFKPSA-N |    Q1A136   |      9.16     |
|   45  | HKVAMNSJSFKALM-ADNAJIBWSA-N |    Q1A136   |      9.16     |
|   46  | VRORTNGXAKZJML-UHFFFAOYSA-N |  A0A6B9WHL6 |      9.15     |
|   47  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |    Q1A136   |      9.15     |
|   48  | QFJCIRLUMZQUOT-HPLJOQBZSA-N |  A0A1S4F2S4 |      9.15     |
|   49  | QFJCIRLUMZQUOT-BLBZBZKNSA-N |  A0A1S4F2S4 |      9.15     |
|   50  | QFJCIRLUMZQUOT-HPLJOQBZSA-N |    Q1A136   |      9.15     |
|   51  | QFJCIRLUMZQUOT-BLBZBZKNSA-N |    Q1A136   |      9.15     |
|   52  | POTREZAYKLAUSX-HUFMRFRTSA-N |  A0A6B9WHD5 |      9.14     |
|   53  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |    Q86825   |      9.13     |
|   54  | GBOGMAARMMDZGR-TYHYBEHESA-N |  A0A6M3GXE4 |      9.13     |
|   55  | FIMYFEGKMOCQKT-UHFFFAOYSA-N |  A0A6B9WHL6 |      9.13     |
|   56  | BPLVDYJDAVYLRQ-UHFFFAOYSA-N |  A0A6M3GXE4 |      9.13     |
|   57  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |  A0A6B9WHC8 |      9.13     |
|   58  | VRORTNGXAKZJML-UHFFFAOYSA-N |    Q6YMS7   |      9.13     |
|   59  | HKVAMNSJSFKALM-GKUWKFKPSA-N |    Q86825   |      9.12     |
|   60  | HKVAMNSJSFKALM-ADNAJIBWSA-N |    Q86825   |      9.12     |
|   61  | GBOGMAARMMDZGR-TYHYBEHESA-N |  A0A6B9WHL6 |      9.12     |
|   62  | HKVAMNSJSFKALM-GKUWKFKPSA-N |  A0A6B9WHC8 |      9.12     |
|   63  | HKVAMNSJSFKALM-ADNAJIBWSA-N |  A0A6B9WHC8 |      9.12     |
|   64  | HPLNQCPCUACXLM-PGUFJCEWSA-N |  A0A6M3GXE4 |      9.11     |
|   65  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |  A0A6B9WHH1 |      9.11     |
|   66  | DLMNZGAILMQDHA-UHFFFAOYSA-N |  A0A6B9WHL6 |      9.11     |
|   67  | HKVAMNSJSFKALM-GKUWKFKPSA-N |  A0A6B9WHH1 |      9.11     |
|   68  | HKVAMNSJSFKALM-ADNAJIBWSA-N |  A0A6B9WHH1 |      9.11     |
|   69  | QFJCIRLUMZQUOT-HPLJOQBZSA-N |    Q86825   |      9.11     |
|   70  | QFJCIRLUMZQUOT-BLBZBZKNSA-N |    Q86825   |      9.11     |
|   71  | QFJCIRLUMZQUOT-HPLJOQBZSA-N |  A0A6B9WHC8 |      9.11     |
|   72  | QFJCIRLUMZQUOT-BLBZBZKNSA-N |  A0A6B9WHC8 |      9.11     |
|   73  | HPLNQCPCUACXLM-PGUFJCEWSA-N |  A0A6B9WHD5 |      9.10     |
