| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
|  1   |                                                                                        Aclidinium                                                                                       |    NLRP3    |      8.10     |
|  2   |                                                                                        Aclidinium                                                                                       |     ZBP1    |      7.87     |
|  3   |                                                                                       Midostaurin                                                                                       |    NLRP3    |      7.06     |
|  4   |                     (2S)-4-(2,5-difluorophenyl)-N-[(3R,4S)-3-fluoro-1-methylpiperidin-4-yl]-2-(hydroxymethyl)-N-methyl-2-phenyl-2,5-dihydro-1H-pyrrole-1-carboxamide                    |    NLRP3    |      7.02     |
|  5   |                                                                                        Ivosidenib                                                                                       |    NLRP3    |      6.98     |
|  6   |                                                                                        Lopinavir                                                                                        |    NLRP3    |      6.96     |
|  7   |                                                                                          GM6001                                                                                         |    NLRP3    |      6.94     |
|  8   |                                                                                         RU82209                                                                                         |    NLRP3    |      6.92     |
|  9   |                                                                                         RU83876                                                                                         |    NLRP3    |      6.92     |
|  10  |                                   2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide                                   |    NLRP3    |      6.91     |
|  11  |                                                                                        Brigatinib                                                                                       |    NLRP3    |      6.91     |
|  12  |                                                                                        Nafarelin                                                                                        |    NLRP3    |      6.82     |
|  13  |                                              (1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine                                              |    NLRP3    |      6.81     |
|  14  |                                                                                       Triptorelin                                                                                       |    NLRP3    |      6.80     |
|  15  |                                                                                        Nelfinavir                                                                                       |    NLRP3    |      6.79     |
|  16  |                                                                                       Midostaurin                                                                                       |     ZBP1    |      6.77     |
|  17  |                         N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE                        |    NLRP3    |      6.76     |
|  18  |                                                                                        Verdoheme                                                                                        |    NLRP3    |      6.74     |
|  19  |                                                                                         AZD-8330                                                                                        |    NLRP3    |      6.72     |
|  20  |                                                           N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine                                                           |    NLRP3    |      6.72     |
|  21  |                     (2S)-4-(2,5-difluorophenyl)-N-[(3R,4S)-3-fluoro-1-methylpiperidin-4-yl]-2-(hydroxymethyl)-N-methyl-2-phenyl-2,5-dihydro-1H-pyrrole-1-carboxamide                    |     ZBP1    |      6.71     |
|  22  |                                                                                        Ivosidenib                                                                                       |     ZBP1    |      6.70     |
|  23  |                                                   N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE                                                   |    NLRP3    |      6.70     |
|  24  |                                                                     METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID                                                                     |    NLRP3    |      6.68     |
|  25  |                                                                                        Marimastat                                                                                       |    NLRP3    |      6.68     |
|  26  |                                                                                        Etravirine                                                                                       |    NLRP3    |      6.68     |
|  27  |                                                                                        Lopinavir                                                                                        |     ZBP1    |      6.67     |
|  28  |                                                                                         CEP-1347                                                                                        |    NLRP3    |      6.67     |
|  29  |                                                                                        Grapiprant                                                                                       |    NLRP3    |      6.66     |
|  30  |                                         (5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide                                         |    NLRP3    |      6.65     |
|  31  |                                                                                          GM6001                                                                                         |     ZBP1    |      6.65     |
|  32  |                                                                                        Dabrafenib                                                                                       |    NLRP3    |      6.64     |
|  33  |                                                                                         RU82209                                                                                         |     ZBP1    |      6.64     |
|  34  |                                                                                        Indinavir                                                                                        |    NLRP3    |      6.64     |
|  35  |                                                                                        Icatibant                                                                                        |    NLRP3    |      6.63     |
|  36  |                                                                                         RU83876                                                                                         |     ZBP1    |      6.63     |
|  37  |                                                                                        Tosedostat                                                                                       |    NLRP3    |      6.62     |
|  38  |                                 4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide                                 |    NLRP3    |      6.62     |
|  39  |                                   2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide                                   |     ZBP1    |      6.62     |
|  40  |                                                                                        Brigatinib                                                                                       |     ZBP1    |      6.62     |
|  41  |                                                                                        Goserelin                                                                                        |    NLRP3    |      6.61     |
|  42  |                                                                                       Naronapride                                                                                       |    NLRP3    |      6.60     |
