| Rank |                                                                                        Drug Name                                                                                        | Target Name | Binding Score |
|  68  |                                                        (2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID                                                        |    NLRP3    |      6.81     |
|  69  |                                                                                        Zofenopril                                                                                       |    NLRP3    |      6.81     |
|  70  |                                                  4-{[5-(CYCLOHEXYLMETHOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE                                                 |    NLRP3    |      6.80     |
|  71  |                                                    N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide                                                   |     ZBP1    |      6.78     |
|  72  |                                                                                        Eletriptan                                                                                       |     ZBP1    |      6.78     |
|  73  |                                                                                        Ketorolac                                                                                        |    NLRP3    |      6.78     |
|  74  |                                                         4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide                                                         |    NLRP3    |      6.77     |
|  75  |                                                 (2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE                                                 |    NLRP3    |      6.77     |
|  76  |                                                       7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide                                                       |    NLRP3    |      6.76     |
|  77  |                                                                                        Relacatib                                                                                        |    NLRP3    |      6.76     |
|  78  |                                           N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide                                          |    NLRP3    |      6.76     |
|  79  |                                                         N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide                                                         |    NLRP3    |      6.75     |
|  80  |                                             4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE                                             |    NLRP3    |      6.75     |
|  81  |                                                  N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide                                                 |    NLRP3    |      6.75     |
|  82  |                                                                                 Indigotindisulfonic acid                                                                                |    NLRP3    |      6.75     |
|  83  |                                                   (3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester                                                  |    NLRP3    |      6.75     |
|  84  |                                                         4-Amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium                                                         |    NLRP3    |      6.75     |
|  85  |                                             N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide                                             |    NLRP3    |      6.74     |
|  86  |                                      4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE                                     |     ZBP1    |      6.74     |
|  87  |                                                                      N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide                                                                     |     ZBP1    |      6.73     |
|  88  |                                                                                     Tiaprofenic acid                                                                                    |    NLRP3    |      6.73     |
|  89  |                                                                                      Diethylpropion                                                                                     |    NLRP3    |      6.73     |
|  90  |                                                                                    Hydroflumethiazide                                                                                   |    NLRP3    |      6.72     |
